0,1,2
X458,X458,1
X453,X458,6
X459,X459,1
X909,X459,8
X46,X46,1
X315,X46,1
X460,X460,1
X328,X460,4
X461,X461,1
X857,X461,4
X462,X462,1
X891,X462,2
X463,X463,1
X847,X463,3
X464,X464,1
X830,X464,6
X465,X465,1
X99,X465,8
X466,X466,1
X435,X466,2
X467,X467,1
X685,X467,7
X468,X468,1
X142,X468,3
X469,X469,1
X658,X469,8
X47,X47,1
X223,X47,7
X470,X470,1
X301,X470,7
X471,X471,1
X18,X471,7
X472,X472,1
X66,X472,1
X473,X473,1
X432,X473,2
X474,X474,1
X1000,X474,6
X475,X475,1
X553,X475,4
X476,X476,1
X772,X476,1
X477,X477,1
X831,X477,3
X478,X478,1
X926,X478,9
X479,X479,1
X740,X479,10
X48,X48,1
X418,X48,5
X480,X480,1
X349,X480,5
X481,X481,1
X240,X481,1
X482,X482,1
X175,X482,5
X483,X483,1
X186,X483,6
X484,X484,1
X101,X484,3
X485,X485,1
X888,X485,3
X486,X486,1
X909,X486,3
X487,X487,1
X405,X487,5
X488,X488,1
X45,X488,10
X489,X489,1
X401,X489,7
X49,X49,1
X63,X49,8
X490,X490,1
X11,X490,10
X491,X491,1
X583,X491,2
X492,X492,1
X731,X492,2
X493,X493,1
X658,X493,6
X494,X494,1
X758,X494,10
X495,X495,1
X478,X495,9
X496,X496,1
X858,X496,9
X497,X497,1
X907,X497,2
X498,X498,1
X2,X498,2
X499,X499,1
X227,X499,2
X5,X5,1
X925,X5,2
X50,X50,1
X136,X50,5
X500,X500,1
X915,X500,1
X501,X501,1
X938,X501,6
X502,X502,1
X591,X502,2
X503,X503,1
X742,X503,3
X504,X504,1
X58,X504,7
X505,X505,1
X362,X505,1
X506,X506,1
X627,X506,6
X507,X507,1
X436,X507,2
X508,X508,1
X520,X508,1
X509,X509,1
X257,X509,3
X51,X51,1
X661,X51,4
X510,X510,1
X38,X510,4
X511,X511,1
X554,X511,6
X512,X512,1
X481,X512,6
X513,X513,1
X549,X513,3
X514,X514,1
X521,X514,7
X515,X515,1
X247,X515,1
X516,X516,1
X686,X516,3
X517,X517,1
X186,X517,5
X518,X518,1
X975,X518,9
X519,X519,1
X769,X519,6
X52,X52,1
X760,X52,9
X520,X520,1
X748,X520,10
X521,X521,1
X305,X521,2
X522,X522,1
X864,X522,8
X523,X523,1
X989,X523,3
X524,X524,1
X485,X524,1
X525,X525,1
X268,X525,9
X526,X526,1
X552,X526,3
X527,X527,1
X885,X527,2
X528,X528,1
X26,X528,9
X529,X529,1
X82,X529,3
X53,X53,1
X230,X53,1
X530,X530,1
X806,X530,10
X531,X531,1
X233,X531,8
X532,X532,1
X49,X532,1
X533,X533,1
X183,X533,1
X534,X534,1
X974,X534,10
X535,X535,1
X318,X535,7
X536,X536,1
X141,X536,3
X537,X537,1
X744,X537,1
X538,X538,1
X91,X538,10
X539,X539,1
X543,X539,2
X54,X54,1
X440,X54,7
X540,X540,1
X71,X540,1
X541,X541,1
X515,X541,1
X542,X542,1
X191,X542,7
X543,X543,1
X270,X543,9
X544,X544,1
X867,X544,5
X545,X545,1
X887,X545,7
X546,X546,1
X475,X546,4
X547,X547,1
X939,X547,8
X548,X548,1
X195,X548,2
X549,X549,1
X530,X549,5
X55,X55,1
X456,X55,9
X550,X550,1
X87,X550,9
X551,X551,1
X243,X551,9
X552,X552,1
X506,X552,1
X553,X553,1
X414,X553,3
X554,X554,1
X255,X554,3
X555,X555,1
X998,X555,8
X556,X556,1
X53,X556,10
X557,X557,1
X792,X557,3
X558,X558,1
X209,X558,1
X559,X559,1
X726,X559,6
X56,X56,1
X709,X56,1
X560,X560,1
X212,X560,3
X561,X561,1
X804,X561,6
X562,X562,1
X370,X562,4
X563,X563,1
X462,X563,7
X564,X564,1
X308,X564,3
X565,X565,1
X169,X565,8
X566,X566,1
X93,X566,3
X567,X567,1
X820,X567,2
X568,X568,1
X756,X568,6
X569,X569,1
X589,X569,10
X57,X57,1
X924,X57,8
X570,X570,1
X918,X570,7
X571,X571,1
X303,X571,10
X572,X572,1
X326,X572,1
X573,X573,1
X680,X573,2
X574,X574,1
X89,X574,6
X575,X575,1
X990,X575,1
X576,X576,1
X697,X576,9
X577,X577,1
X22,X577,5
X578,X578,1
X639,X578,5
X579,X579,1
X782,X579,6
X58,X58,1
X417,X58,7
X580,X580,1
X714,X580,2
X581,X581,1
X964,X581,6
X582,X582,1
X238,X582,6
X583,X583,1
X118,X583,3
X584,X584,1
X74,X584,9
X585,X585,1
X398,X585,8
X586,X586,1
X577,X586,4
X587,X587,1
X367,X587,2
X588,X588,1
X909,X588,2
X589,X589,1
X807,X589,10
X59,X59,1
X231,X59,6
X590,X590,1
X858,X590,2
X591,X591,1
X44,X591,4
X592,X592,1
X666,X592,9
X593,X593,1
X555,X593,7
X594,X594,1
X8,X594,7
X595,X595,1
X206,X595,5
X596,X596,1
X620,X596,10
X597,X597,1
X663,X597,5
X598,X598,1
X672,X598,7
X599,X599,1
X559,X599,5
X6,X6,1
X102,X6,7
X60,X60,1
X193,X60,10
X600,X600,1
X458,X600,8
X601,X601,1
X874,X601,7
X602,X602,1
X935,X602,3
X603,X603,1
X516,X603,10
X604,X604,1
X46,X604,8
X605,X605,1
X727,X605,4
X606,X606,1
X465,X606,6
X607,X607,1
X318,X607,1
X608,X608,1
X590,X608,6
X609,X609,1
X309,X609,2
X61,X61,1
X62,X61,7
X610,X610,1
X929,X610,9
X611,X611,1
X721,X611,3
X612,X612,1
X992,X612,3
X613,X613,1
X978,X613,1
X614,X614,1
X137,X614,1
X615,X615,1
X497,X615,9
X616,X616,1
X653,X616,6
X617,X617,1
X542,X617,5
X618,X618,1
X181,X618,9
X619,X619,1
X957,X619,4
X62,X62,1
X959,X62,2
X620,X620,1
X801,X620,1
X621,X621,1
X650,X621,10
X622,X622,1
X130,X622,7
X623,X623,1
X408,X623,2
X624,X624,1
X579,X624,4
X625,X625,1
X538,X625,5
X626,X626,1
X389,X626,2
X627,X627,1
X997,X627,5
X628,X628,1
X689,X628,6
X629,X629,1
X167,X629,6
X63,X63,1
X526,X63,8
X630,X630,1
X638,X630,10
X631,X631,1
X459,X631,7
X632,X632,1
X620,X632,2
X633,X633,1
X882,X633,1
X634,X634,1
X736,X634,10
X635,X635,1
X429,X635,2
X636,X636,1
X729,X636,9
X637,X637,1
X285,X637,8
X638,X638,1
X444,X638,4
X639,X639,1
X110,X639,3
X64,X64,1
X707,X64,8
X640,X640,1
X694,X640,8
X641,X641,1
X433,X641,5
X642,X642,1
X144,X642,7
X643,X643,1
X250,X643,8
X644,X644,1
X373,X644,4
X645,X645,1
X826,X645,3
X646,X646,1
X239,X646,3
X647,X647,1
X243,X647,2
X648,X648,1
X41,X648,4
X649,X649,1
X196,X649,2
X65,X65,1
X623,X65,2
X650,X650,1
X75,X650,1
X651,X651,1
X997,X651,3
X652,X652,1
X734,X652,10
X653,X653,1
X705,X653,4
X654,X654,1
X42,X654,4
X655,X655,1
X539,X655,2
X656,X656,1
X531,X656,1
X657,X657,1
X952,X657,1
X658,X658,1
X185,X658,7
X659,X659,1
X437,X659,3
X66,X66,1
X173,X66,10
X660,X660,1
X602,X660,2
X661,X661,1
X36,X661,6
X662,X662,1
X58,X662,6
X663,X663,1
X104,X663,3
X664,X664,1
X284,X664,2
X665,X665,1
X256,X665,4
X666,X666,1
X951,X666,10
X667,X667,1
X313,X667,6
X668,X668,1
X569,X668,1
X669,X669,1
X665,X669,9
X67,X67,1
X818,X67,7
X670,X670,1
X621,X670,3
X671,X671,1
X821,X671,2
X672,X672,1
X963,X672,6
X673,X673,1
X581,X673,3
X674,X674,1
X106,X674,5
X675,X675,1
X976,X675,6
X676,X676,1
X776,X676,8
X677,X677,1
X251,X677,7
X678,X678,1
X371,X678,1
X679,X679,1
X703,X679,6
X68,X68,1
X731,X68,6
X680,X680,1
X509,X680,7
X681,X681,1
X906,X681,9
X682,X682,1
X834,X682,5
X683,X683,1
X403,X683,4
X684,X684,1
X927,X684,8
X685,X685,1
X165,X685,4
X686,X686,1
X466,X686,7
X687,X687,1
X660,X687,4
X688,X688,1
X700,X688,2
X689,X689,1
X306,X689,9
X69,X69,1
X780,X69,3
X690,X690,1
X525,X690,10
X691,X691,1
X324,X691,8
X692,X692,1
X216,X692,8
X693,X693,1
X468,X693,1
X694,X694,1
X898,X694,6
X695,X695,1
X862,X695,10
X696,X696,1
X667,X696,4
X697,X697,1
X132,X697,3
X698,X698,1
X913,X698,4
X699,X699,1
X889,X699,2
X7,X7,1
X538,X7,8
X70,X70,1
X991,X70,5
X700,X700,1
X211,X700,8
X701,X701,1
X484,X701,8
X702,X702,1
X287,X702,4
X703,X703,1
X45,X703,2
X704,X704,1
X634,X704,1
X705,X705,1
X290,X705,3
X706,X706,1
X794,X706,1
X707,X707,1
X128,X707,8
X708,X708,1
X422,X708,9
X709,X709,1
X471,X709,3
X71,X71,1
X322,X71,2
X710,X710,1
X11,X710,7
X711,X711,1
X109,X711,4
X712,X712,1
X319,X712,1
X713,X713,1
X818,X713,1
X714,X714,1
X279,X714,1
X715,X715,1
X699,X715,1
X716,X716,1
X68,X716,2
X717,X717,1
X114,X717,5
X718,X718,1
X553,X718,1
X719,X719,1
X262,X719,8
X72,X72,1
X640,X72,1
X720,X720,1
X707,X720,4
X721,X721,1
X959,X721,1
X722,X722,1
X157,X722,10
X723,X723,1
X866,X723,3
X724,X724,1
X3,X724,5
X725,X725,1
X604,X725,8
X726,X726,1
X704,X726,2
X727,X727,1
X34,X727,7
X728,X728,1
X766,X728,9
X729,X729,1
X954,X729,6
X73,X73,1
X174,X73,5
X730,X730,1
X146,X730,6
X731,X731,1
X314,X731,10
X732,X732,1
X608,X732,2
X733,X733,1
X789,X733,9
X734,X734,1
X267,X734,2
X735,X735,1
X330,X735,4
X736,X736,1
X590,X736,1
X737,X737,1
X834,X737,2
X738,X738,1
X171,X738,1
X739,X739,1
X74,X739,8
X74,X74,1
X408,X74,7
X740,X740,1
X400,X740,5
X741,X741,1
X642,X741,10
X742,X742,1
X87,X742,3
X743,X743,1
X937,X743,4
X744,X744,1
X14,X744,2
X745,X745,1
X63,X745,7
X746,X746,1
X431,X746,9
X747,X747,1
X677,X747,1
X748,X748,1
X194,X748,8
X749,X749,1
X645,X749,1
X75,X75,1
X56,X75,5
X750,X750,1
X91,X750,5
X751,X751,1
X665,X751,3
X752,X752,1
X235,X752,9
X753,X753,1
X310,X753,8
X754,X754,1
X274,X754,6
X755,X755,1
X94,X755,2
X756,X756,1
X720,X756,3
X757,X757,1
X868,X757,10
X758,X758,1
X156,X758,6
X759,X759,1
X862,X759,1
X76,X76,1
X292,X76,9
X760,X760,1
X32,X760,1
X761,X761,1
X201,X761,5
X762,X762,1
X43,X762,9
X763,X763,1
X518,X763,8
X764,X764,1
X92,X764,8
X765,X765,1
X865,X765,6
X766,X766,1
X459,X766,1
X767,X767,1
X650,X767,3
X768,X768,1
X396,X768,5
X769,X769,1
X994,X769,2
X77,X77,1
X962,X77,8
X770,X770,1
X583,X770,1
X771,X771,1
X939,X771,6
X772,X772,1
X128,X772,2
X773,X773,1
X215,X773,8
X774,X774,1
X121,X774,2
X775,X775,1
X188,X775,5
X776,X776,1
X546,X776,3
X777,X777,1
X917,X777,2
X778,X778,1
X971,X778,10
X779,X779,1
X941,X779,8
X78,X78,1
X506,X78,3
X780,X780,1
X536,X780,3
X781,X781,1
X954,X781,1
X782,X782,1
X299,X782,4
X783,X783,1
X484,X783,7
X784,X784,1
X649,X784,9
X785,X785,1
X901,X785,1
X786,X786,1
X724,X786,10
X787,X787,1
X924,X787,2
X788,X788,1
X277,X788,4
X789,X789,1
X803,X789,4
X79,X79,1
X83,X79,2
X790,X790,1
X360,X790,6
X791,X791,1
X503,X791,1
X792,X792,1
X751,X792,3
X793,X793,1
X214,X793,7
X794,X794,1
X107,X794,4
X795,X795,1
X920,X795,8
X796,X796,1
X846,X796,1
X797,X797,1
X450,X797,5
X798,X798,1
X679,X798,3
X799,X799,1
X711,X799,10
X8,X8,1
X455,X8,5
X80,X80,1
X691,X80,8
X800,X800,1
X260,X800,5
X801,X801,1
X777,X801,9
X802,X802,1
X612,X802,3
X803,X803,1
X765,X803,5
X804,X804,1
X484,X804,1
X805,X805,1
X449,X805,1
X806,X806,1
X129,X806,3
X807,X807,1
X971,X807,5
X808,X808,1
X982,X808,1
X809,X809,1
X633,X809,5
X81,X81,1
X916,X81,1
X810,X810,1
X310,X810,6
X811,X811,1
X771,X811,10
X812,X812,1
X980,X812,6
X813,X813,1
X193,X813,2
X814,X814,1
X127,X814,6
X815,X815,1
X393,X815,2
X816,X816,1
X589,X816,9
X817,X817,1
X120,X817,8
X818,X818,1
X231,X818,1
X819,X819,1
X807,X819,4
X82,X82,1
X911,X82,2
X820,X820,1
X618,X820,9
X821,X821,1
X190,X821,3
X822,X822,1
X594,X822,10
X823,X823,1
X912,X823,9
X824,X824,1
X693,X824,7
X825,X825,1
X841,X825,6
X826,X826,1
X234,X826,10
X827,X827,1
X765,X827,4
X828,X828,1
X26,X828,5
X829,X829,1
X986,X829,5
X83,X83,1
X207,X83,5
X830,X830,1
X422,X830,8
X831,X831,1
X320,X831,2
X832,X832,1
X149,X832,2
X833,X833,1
X518,X833,7
X834,X834,1
X706,X834,5
X835,X835,1
X298,X835,7
X836,X836,1
X365,X836,7
X837,X837,1
X359,X837,2
X838,X838,1
X412,X838,4
X839,X839,1
X932,X839,2
X84,X84,1
X432,X84,6
X840,X840,1
X447,X840,2
X841,X841,1
X856,X841,1
X842,X842,1
X434,X842,1
X843,X843,1
X52,X843,3
X844,X844,1
X689,X844,1
X845,X845,1
X300,X845,8
X846,X846,1
X47,X846,9
X847,X847,1
X877,X847,8
X848,X848,1
X509,X848,3
X849,X849,1
X363,X849,9
X85,X85,1
X109,X85,6
X850,X850,1
X753,X850,6
X851,X851,1
X841,X851,5
X852,X852,1
X165,X852,2
X853,X853,1
X580,X853,10
X854,X854,1
X337,X854,9
X855,X855,1
X995,X855,2
X856,X856,1
X282,X856,5
X857,X857,1
X948,X857,5
X858,X858,1
X998,X858,1
X859,X859,1
X438,X859,1
X86,X86,1
X124,X86,2
X860,X860,1
X307,X860,1
X861,X861,1
X446,X861,1
X862,X862,1
X423,X862,4
X863,X863,1
X116,X863,5
X864,X864,1
X409,X864,5
X865,X865,1
X844,X865,1
X866,X866,1
X474,X866,1
X867,X867,1
X837,X867,8
X868,X868,1
X848,X868,10
X869,X869,1
X981,X869,2
X87,X87,1
X387,X87,9
X870,X870,1
X946,X870,10
X871,X871,1
X260,X871,4
X872,X872,1
X418,X872,2
X873,X873,1
X898,X873,1
X874,X874,1
X748,X874,3
X875,X875,1
X607,X875,5
X876,X876,1
X108,X876,5
X877,X877,1
X347,X877,9
X878,X878,1
X564,X878,10
X879,X879,1
X947,X879,3
X88,X88,1
X335,X88,3
X880,X880,1
X574,X880,1
X881,X881,1
X897,X881,2
X882,X882,1
X460,X882,10
X883,X883,1
X47,X883,1
X884,X884,1
X452,X884,5
X885,X885,1
X13,X885,3
