72,69,1
69,69,2
69,69,3
69,69,4
46,69,5
64,69,5
69,69,5
70,70,1
19,70,2
39,70,2
70,70,2
4,70,3
70,70,3
70,70,4
76,70,4
52,70,5
70,70,5
71,71,1
31,71,2
70,71,2
71,71,2
42,71,3
71,71,3
71,71,4
99,71,4
33,71,5
71,71,5
42,72,1
72,72,1
72,72,2
40,72,3
72,72,3
72,72,4
81,72,4
19,72,5
72,72,5
85,72,5
14,73,1
73,73,1
98,73,1
30,73,2
73,73,2
73,73,3
73,73,4
46,73,5
73,73,5
93,73,5
74,74,1
44,74,2
74,74,2
38,74,3
74,74,3
74,74,4
9,74,5
13,74,5
58,74,5
74,74,5
21,75,1
75,75,1
1,75,2
75,75,2
75,75,3
96,75,3
7,75,4
75,75,4
0,75,5
75,75,5
7,76,1
76,76,1
76,76,2
76,76,3
77,76,3
71,76,4
76,76,4
9,76,5
76,76,5
96,76,5
0,77,1
70,77,1
77,77,1
77,77,2
47,77,3
77,77,3
94,77,3
98,77,3
77,77,4
77,77,5
78,78,1
78,78,2
78,78,3
24,78,4
78,78,4
2,78,5
75,78,5
78,78,5
95,78,5
98,78,5
76,79,1
79,79,1
79,79,2
35,79,3
56,79,3
79,79,3
79,79,4
15,79,5
78,79,5
79,79,5
80,80,1
80,80,2
46,80,3
53,80,3
80,80,3
97,80,3
0,80,4
80,80,4
39,80,5
80,80,5
81,81,1
85,81,1
13,81,2
66,81,2
81,81,2
44,81,3
81,81,3
81,81,4
51,81,5
81,81,5
82,82,1
2,82,2
39,82,2
82,82,2
21,82,3
77,82,3
82,82,3
10,82,4
82,82,4
82,82,5
83,83,1
90,83,1
83,83,2
6,83,3
32,83,3
83,83,3
8,83,4
83,83,4
4,83,5
83,83,5
84,84,1
51,84,2
74,84,2
84,84,2
59,84,3
84,84,3
94,84,3
84,84,4
5,84,5
84,84,5
45,85,1
85,85,1
78,85,2
85,85,2
10,85,3
24,85,3
64,85,3
85,85,3
85,85,4
85,85,5
86,86,1
86,86,2
86,86,3
83,86,4
86,86,4
90,86,4
97,86,4
3,86,5
84,86,5
86,86,5
87,87,1
20,87,2
54,87,2
87,87,2
31,87,3
87,87,3
87,87,4
10,87,5
69,87,5
87,87,5
88,88,1
94,88,1
61,88,2
88,88,2
88,88,3
91,88,3
88,88,4
65,88,5
67,88,5
88,88,5
32,89,1
89,89,1
10,89,2
86,89,2
89,89,2
59,89,3
89,89,3
89,89,4
34,89,5
89,89,5
78,90,1
90,90,1
96,90,1
31,90,2
57,90,2
90,90,2
90,90,3
90,90,4
1,90,5
90,90,5
42,91,1
91,91,1
30,91,2
91,91,2
97,91,2
48,91,3
91,91,3
91,91,4
49,91,5
91,91,5
9,92,1
92,92,1
18,92,2
92,92,2
92,92,3
95,92,3
92,92,4
66,92,5
83,92,5
92,92,5
18,93,1
93,93,1
30,93,2
93,93,2
95,93,2
28,93,3
92,93,3
93,93,3
93,93,4
93,93,5
15,94,1
94,94,1
0,94,2
1,94,2
94,94,2
50,94,3
94,94,3
43,94,4
94,94,4
94,94,5
57,95,1
74,95,1
95,95,1
38,95,2
41,95,2
95,95,2
95,95,3
95,95,4
17,95,5
95,95,5
29,96,1
53,96,1
80,96,1
96,96,1
73,96,2
96,96,2
4,96,3
96,96,3
96,96,4
96,96,5
8,97,1
97,97,1
44,97,2
97,97,2
70,97,3
90,97,3
97,97,3
97,97,4
66,97,5
97,97,5
98,98,1
34,98,2
98,98,2
98,98,3
46,98,4
98,98,4
9,98,5
76,98,5
97,98,5
98,98,5
51,99,1
99,99,1
99,99,2
10,99,3
21,99,3
56,99,3
99,99,3
99,99,4
0,99,5
99,99,5
