0,1,2
X444,X175,4
X176,X176,1
X589,X176,9
X177,X177,1
X40,X177,4
X178,X178,1
X162,X178,3
X179,X179,1
X102,X179,9
X18,X18,1
X615,X18,5
X180,X180,1
X910,X180,4
X181,X181,1
X284,X181,6
X182,X182,1
X621,X182,2
X183,X183,1
X476,X183,8
X184,X184,1
X794,X184,5
X185,X185,1
X694,X185,4
X186,X186,1
X996,X186,8
X187,X187,1
X121,X187,7
X188,X188,1
X215,X188,6
X189,X189,1
X21,X189,10
X19,X19,1
X357,X19,1
X190,X190,1
X783,X190,2
X191,X191,1
X896,X191,7
X192,X192,1
X705,X192,1
X193,X193,1
X369,X193,10
X194,X194,1
X895,X194,9
X195,X195,1
X15,X195,7
X196,X196,1
X942,X196,10
X197,X197,1
X145,X197,2
X198,X198,1
X412,X198,6
X199,X199,1
X607,X199,4
X2,X2,1
X6,X2,2
X20,X20,1
X358,X20,4
X200,X200,1
X583,X200,3
X201,X201,1
X424,X201,3
X202,X202,1
X697,X202,7
X203,X203,1
X347,X203,3
X204,X204,1
X716,X204,10
X205,X205,1
X951,X205,6
X206,X206,1
X543,X206,6
X207,X207,1
X917,X207,7
X208,X208,1
X587,X208,10
X209,X209,1
X720,X209,5
X21,X21,1
X301,X21,10
X210,X210,1
X848,X210,3
X211,X211,1
X291,X211,10
X212,X212,1
X500,X212,8
X213,X213,1
X691,X213,1
X214,X214,1
X26,X214,5
X215,X215,1
X179,X215,10
X216,X216,1
X3,X216,9
X217,X217,1
X750,X217,9
X218,X218,1
X387,X218,2
X219,X219,1
X752,X219,6
X22,X22,1
X123,X22,9
X220,X220,1
X650,X220,7
X221,X221,1
X792,X221,9
X222,X222,1
X609,X222,3
X223,X223,1
X157,X223,3
X224,X224,1
X734,X224,2
X225,X225,1
X219,X225,6
X226,X226,1
X425,X226,6
X227,X227,1
X531,X227,10
X228,X228,1
X595,X228,5
X229,X229,1
X542,X229,6
X23,X23,1
X485,X23,9
X230,X230,1
X578,X230,2
X231,X231,1
X672,X231,4
X232,X232,1
X914,X232,10
X233,X233,1
X18,X233,8
X234,X234,1
X22,X234,10
X235,X235,1
X819,X235,9
X236,X236,1
X192,X236,8
X237,X237,1
X623,X237,7
X238,X238,1
X810,X238,9
X239,X239,1
X742,X239,9
X24,X24,1
X234,X24,3
X240,X240,1
X436,X240,1
X241,X241,1
X945,X241,8
X242,X242,1
X210,X242,9
X243,X243,1
X965,X243,3
X244,X244,1
X819,X244,5
X245,X245,1
X957,X245,2
X246,X246,1
X377,X246,8
X247,X247,1
X144,X247,6
X248,X248,1
X167,X248,8
X249,X249,1
X528,X249,8
X25,X25,1
X285,X25,8
X250,X250,1
X760,X250,6
X251,X251,1
X841,X251,7
X252,X252,1
X727,X252,10
X253,X253,1
X775,X253,6
X254,X254,1
X317,X254,6
X255,X255,1
X540,X255,5
X256,X256,1
X650,X256,4
X257,X257,1
X159,X257,3
X258,X258,1
X861,X258,1
X259,X259,1
X466,X259,2
X26,X26,1
X199,X26,6
X260,X260,1
X510,X260,8
X261,X261,1
X725,X261,3
X262,X262,1
X918,X262,3
X263,X263,1
X870,X263,5
X264,X264,1
X69,X264,6
X265,X265,1
X753,X265,10
X266,X266,1
X669,X266,6
X267,X267,1
X622,X267,3
X268,X268,1
X538,X268,3
X269,X269,1
X935,X269,3
X27,X27,1
X479,X27,2
X270,X270,1
X815,X270,4
X271,X271,1
X954,X271,8
X272,X272,1
X714,X272,8
X273,X273,1
X761,X273,1
X274,X274,1
X992,X274,9
X275,X275,1
X147,X275,6
X276,X276,1
X822,X276,7
X277,X277,1
X797,X277,6
X278,X278,1
X494,X278,3
X279,X279,1
X974,X279,5
X28,X28,1
X428,X28,9
X280,X280,1
X526,X280,5
X281,X281,1
X84,X281,8
X282,X282,1
X134,X282,6
X283,X283,1
X645,X283,1
X284,X284,1
X289,X284,8
X285,X285,1
X876,X285,10
X286,X286,1
X461,X286,10
X287,X287,1
X300,X287,4
X288,X288,1
X427,X288,5
X289,X289,1
X739,X289,10
X29,X29,1
X472,X29,7
X290,X290,1
X821,X290,5
X291,X291,1
X143,X291,4
X292,X292,1
X83,X292,9
X293,X293,1
X282,X293,4
X294,X294,1
X340,X294,10
X295,X295,1
X577,X295,3
X296,X296,1
X966,X296,5
X297,X297,1
X572,X297,9
X298,X298,1
X206,X298,3
X299,X299,1
X702,X299,6
X3,X3,1
X454,X3,7
X30,X30,1
X431,X30,4
X300,X300,1
X720,X300,2
X301,X301,1
X344,X301,4
X302,X302,1
X84,X302,6
X303,X303,1
X15,X303,2
X304,X304,1
X668,X304,6
X305,X305,1
X672,X305,2
X306,X306,1
X695,X306,4
X307,X307,1
X89,X307,6
X308,X308,1
X350,X308,5
X309,X309,1
X435,X309,9
X31,X31,1
X516,X31,3
X310,X310,1
X167,X310,1
X311,X311,1
X871,X311,6
X312,X312,1
X146,X312,3
X313,X313,1
X913,X313,10
X314,X314,1
X276,X314,10
X315,X315,1
X733,X315,9
X316,X316,1
X275,X316,4
X317,X317,1
X795,X317,4
X318,X318,1
X243,X318,5
X319,X319,1
X240,X319,5
X32,X32,1
X419,X32,5
X320,X320,1
X462,X320,8
X321,X321,1
X207,X321,1
X322,X322,1
X919,X322,5
X323,X323,1
X728,X323,8
X324,X324,1
X446,X324,10
X325,X325,1
X755,X325,8
X326,X326,1
X608,X326,3
X327,X327,1
X317,X327,5
X328,X328,1
X85,X328,1
X329,X329,1
X531,X329,2
X33,X33,1
X221,X33,5
X330,X330,1
X575,X330,8
X331,X331,1
X363,X331,8
X332,X332,1
X438,X332,8
X333,X333,1
X647,X333,2
X334,X334,1
X905,X334,5
X335,X335,1
X842,X335,6
X336,X336,1
X900,X336,10
X337,X337,1
X785,X337,1
X338,X338,1
X364,X338,7
X339,X339,1
X467,X339,5
X34,X34,1
X858,X34,7
X340,X340,1
X252,X340,7
X341,X341,1
X126,X341,1
X342,X342,1
X579,X342,9
X343,X343,1
X833,X343,4
X344,X344,1
X228,X344,9
X345,X345,1
X756,X345,6
X346,X346,1
X829,X346,2
X347,X347,1
X443,X347,9
X348,X348,1
X288,X348,8
X349,X349,1
X789,X349,8
X35,X35,1
X498,X35,6
X350,X350,1
X978,X350,1
X351,X351,1
X511,X351,4
X352,X352,1
X84,X352,1
X353,X353,1
X942,X353,1
X354,X354,1
X917,X354,1
X355,X355,1
X555,X355,5
X356,X356,1
X362,X356,10
X357,X357,1
X36,X357,7
X358,X358,1
X354,X358,3
X359,X359,1
X442,X359,5
X36,X36,1
X230,X36,4
X360,X360,1
X340,X360,7
X361,X361,1
X593,X361,6
X362,X362,1
X78,X362,8
X363,X363,1
X196,X363,10
X364,X364,1
X274,X364,1
X365,X365,1
X533,X365,1
X366,X366,1
X345,X366,4
X367,X367,1
X463,X367,1
X368,X368,1
X196,X368,8
X369,X369,1
X911,X369,7
X37,X37,1
X59,X37,2
X370,X370,1
X254,X370,2
X371,X371,1
X52,X371,10
X372,X372,1
X298,X372,2
X373,X373,1
X499,X373,2
X374,X374,1
X224,X374,4
X375,X375,1
X798,X375,9
X376,X376,1
X629,X376,5
X377,X377,1
X980,X377,9
X378,X378,1
X983,X378,9
X379,X379,1
X458,X379,8
X38,X38,1
X916,X38,5
X380,X380,1
X955,X380,3
X381,X381,1
X210,X381,6
X382,X382,1
X860,X382,7
X383,X383,1
X890,X383,1
X384,X384,1
X662,X384,6
X385,X385,1
X266,X385,10
X386,X386,1
X988,X386,10
X387,X387,1
X129,X387,3
X388,X388,1
X125,X388,10
X389,X389,1
X318,X389,1
X39,X39,1
X597,X39,4
X390,X390,1
X580,X390,8
X391,X391,1
X111,X391,2
X392,X392,1
X565,X392,7
X393,X393,1
X733,X393,7
X394,X394,1
X839,X394,10
X395,X395,1
X554,X395,2
X396,X396,1
X976,X396,1
X397,X397,1
X447,X397,4
X398,X398,1
X348,X398,2
X399,X399,1
X328,X399,9
X4,X4,1
X299,X4,6
X40,X40,1
X551,X40,6
X400,X400,1
X623,X400,5
X401,X401,1
X898,X401,8
X402,X402,1
X160,X402,4
X403,X403,1
X456,X403,8
X404,X404,1
X114,X404,8
X405,X405,1
X315,X405,1
X406,X406,1
X442,X406,3
X407,X407,1
X292,X407,3
X408,X408,1
X164,X408,1
X409,X409,1
X237,X409,10
X41,X41,1
X985,X41,1
X410,X410,1
X12,X410,5
X411,X411,1
X800,X411,4
X412,X412,1
X934,X412,1
X413,X413,1
X71,X413,7
X414,X414,1
X114,X414,6
X415,X415,1
X393,X415,2
X416,X416,1
X882,X416,6
X417,X417,1
X823,X417,8
X418,X418,1
X428,X418,4
X419,X419,1
X77,X419,5
X42,X42,1
X529,X42,9
X420,X420,1
X5,X420,8
X421,X421,1
X796,X421,3
X422,X422,1
X219,X422,4
X423,X423,1
X122,X423,2
X424,X424,1
X45,X424,8
X425,X425,1
X698,X425,4
X426,X426,1
X631,X426,5
X427,X427,1
X836,X427,3
X428,X428,1
X452,X428,8
X429,X429,1
X5,X429,3
X43,X43,1
X391,X43,4
X430,X430,1
X888,X430,1
X431,X431,1
X174,X431,5
X432,X432,1
X150,X432,7
X433,X433,1
X794,X433,1
X434,X434,1
X549,X434,9
X435,X435,1
X713,X435,5
X436,X436,1
X652,X436,2
X437,X437,1
X556,X437,5
X438,X438,1
X837,X438,7
X439,X439,1
X460,X439,1
X44,X44,1
X450,X44,8
X440,X440,1
X232,X440,2
X441,X441,1
X273,X441,8
X442,X442,1
X221,X442,1
X443,X443,1
X13,X443,1
X444,X444,1
X483,X444,3
X445,X445,1
X286,X445,8
X446,X446,1
X945,X446,3
X447,X447,1
X610,X447,2
X448,X448,1
X233,X448,2
X449,X449,1
X606,X449,2
X45,X45,1
X514,X45,6
X450,X450,1
X889,X450,4
X451,X451,1
X208,X451,5
X452,X452,1
X425,X452,5
X453,X453,1
X877,X453,3
X454,X454,1
X362,X454,1
X455,X455,1
X490,X455,6
X456,X456,1
X576,X456,6
X457,X457,1
X571,X457,8
X458,X458,1
X331,X458,9
X459,X459,1
X918,X459,1
X46,X46,1
X323,X46,6
X460,X460,1
X386,X460,9
X461,X461,1
X580,X461,7
X462,X462,1
X271,X462,2
X463,X463,1
X470,X463,6
X464,X464,1
X987,X464,3
X465,X465,1
X971,X465,8
X466,X466,1
X322,X466,3
X467,X467,1
X396,X467,5
X468,X468,1
X43,X468,1
X469,X469,1
X383,X469,1
X47,X47,1
X316,X47,2
X470,X470,1
X250,X470,10
X471,X471,1
X748,X471,2
X472,X472,1
X65,X472,2
X473,X473,1
X663,X473,4
X474,X474,1
X994,X474,3
X475,X475,1
X726,X475,2
X476,X476,1
X173,X476,4
X477,X477,1
X343,X477,9
X478,X478,1
X265,X478,5
X479,X479,1
X543,X479,4
X48,X48,1
X921,X48,1
X480,X480,1
X634,X480,8
X481,X481,1
X770,X481,2
X482,X482,1
X212,X482,6
X483,X483,1
X914,X483,2
X484,X484,1
X243,X484,3
X485,X485,1
X835,X485,8
X486,X486,1
X361,X486,10
X487,X487,1
X912,X487,9
X488,X488,1
X798,X488,6
X489,X489,1
X567,X489,10
X49,X49,1
X105,X49,9
X490,X490,1
X368,X490,10
X491,X491,1
X584,X491,3
X492,X492,1
X784,X492,10
X493,X493,1
X236,X493,7
X494,X494,1
X410,X494,6
X495,X495,1
X264,X495,5
X496,X496,1
X909,X496,5
X497,X497,1
X721,X497,4
X498,X498,1
X168,X498,1
X499,X499,1
X660,X499,9
X5,X5,1
X356,X5,1
X50,X50,1
X298,X50,3
X500,X500,1
X23,X500,6
X501,X501,1
X121,X501,1
X502,X502,1
X919,X502,1
X503,X503,1
X446,X503,9
X504,X504,1
X183,X504,10
X505,X505,1
X395,X505,2
X506,X506,1
X290,X506,2
X507,X507,1
X502,X507,9
X508,X508,1
X793,X508,8
X509,X509,1
X244,X509,6
X51,X51,1
X91,X51,8
X510,X510,1
X643,X510,10
X511,X511,1
X418,X511,2
X512,X512,1
X339,X512,4
X513,X513,1
X912,X513,4
X514,X514,1
X366,X514,3
X515,X515,1
X827,X515,10
X516,X516,1
X209,X516,1
X517,X517,1
X11,X517,5
X518,X518,1
X855,X518,1
X519,X519,1
X824,X519,3
X52,X52,1
X564,X52,4
X520,X520,1
X236,X520,5
X521,X521,1
X993,X521,10
X522,X522,1
X106,X522,1
X523,X523,1
X551,X523,1
X524,X524,1
X518,X524,2
X525,X525,1
X88,X525,6
X526,X526,1
X200,X526,6
X527,X527,1
X623,X527,2
X528,X528,1
X723,X528,9
X529,X529,1
X611,X529,9
X53,X53,1
X577,X53,10
X530,X530,1
X860,X530,4
X531,X531,1
X312,X531,4
X532,X532,1
X98,X532,7
X533,X533,1
X474,X533,6
X534,X534,1
X33,X534,10
X535,X535,1
X806,X535,1
X536,X536,1
X573,X536,6
X537,X537,1
X353,X537,8
X538,X538,1
X135,X538,5
X539,X539,1
X459,X539,4
X54,X54,1
X365,X54,3
X540,X540,1
X44,X540,5
X541,X541,1
X1000,X541,6
X542,X542,1
X779,X542,3
X543,X543,1
X231,X543,1
X544,X544,1
X198,X544,8
X545,X545,1
X218,X545,3
X546,X546,1
X359,X546,5
X547,X547,1
X188,X547,10
X548,X548,1
X958,X548,3
X549,X549,1
X826,X549,7
X55,X55,1
X474,X55,9
X550,X550,1
X87,X550,7
X551,X551,1
X772,X551,3
X552,X552,1
X622,X552,1
X553,X553,1
X968,X553,8
X554,X554,1
X139,X554,4
X555,X555,1
X390,X555,10
X556,X556,1
X401,X556,1
X557,X557,1
X81,X557,5
X558,X558,1
X521,X558,2
X559,X559,1
X372,X559,9
X56,X56,1
X709,X56,3
X560,X560,1
X75,X560,8
X561,X561,1
X765,X561,5
X562,X562,1
X407,X562,7
X563,X563,1
X588,X563,9
X564,X564,1
X123,X564,3
X565,X565,1
X247,X565,4
X566,X566,1
X251,X566,6
X567,X567,1
X689,X567,8
X568,X568,1
X474,X568,1
X569,X569,1
X616,X569,4
X57,X57,1
X749,X57,3
X570,X570,1
X63,X570,2
X571,X571,1
X678,X571,10
X572,X572,1
X94,X572,7
X573,X573,1
X565,X573,1
X574,X574,1
X701,X574,10
X575,X575,1
X956,X575,8
X576,X576,1
X421,X576,8
X577,X577,1
X468,X577,8
X578,X578,1
X339,X578,2
X579,X579,1
X89,X579,3
X58,X58,1
X743,X58,7
X580,X580,1
X972,X580,7
X581,X581,1
X46,X581,10
X582,X582,1
X688,X582,10
X583,X583,1
X956,X583,2
X584,X584,1
X477,X584,2
X585,X585,1
X351,X585,2
X586,X586,1
X756,X586,3
X587,X587,1
X446,X587,5
X588,X588,1
X305,X588,4
X589,X589,1
X552,X589,10
X59,X59,1
X785,X59,9
X590,X590,1
X680,X590,7
X591,X591,1
X643,X591,4
X592,X592,1
X311,X592,6
X593,X593,1
X295,X593,5
X594,X594,1
X681,X594,7
X595,X595,1
X197,X595,10
X596,X596,1
X894,X596,10
X597,X597,1
X534,X597,10
X598,X598,1
X865,X598,3
X599,X599,1
X898,X599,2
X6,X6,1
X933,X6,10
X60,X60,1
X150,X60,9
X600,X600,1
X309,X600,3
X601,X601,1
X827,X601,1
X602,X602,1
X963,X602,8
X603,X603,1
X996,X603,7
X604,X604,1
X268,X604,1
X605,X605,1
X940,X605,3
X606,X606,1
X739,X606,9
X607,X607,1
X289,X607,2
X608,X608,1
X73,X608,2
X609,X609,1
X540,X609,1
X61,X61,1
X730,X61,8
X610,X610,1
X534,X610,7
X611,X611,1
X280,X611,7
X612,X612,1
X509,X612,8
X613,X613,1
X53,X613,5
X614,X614,1
X129,X614,1
X615,X615,1
X611,X615,3
X616,X616,1
X984,X616,7
X617,X617,1
X571,X617,2
X618,X618,1
X541,X618,7
X619,X619,1
X562,X619,6
X62,X62,1
X932,X62,2
X620,X620,1
X931,X620,4
X621,X621,1
X677,X621,8
X622,X622,1
X323,X622,1
X623,X623,1
X631,X623,3
X624,X624,1
X819,X624,3
X625,X625,1
X834,X625,5
X626,X626,1
X614,X626,8
X627,X627,1
X757,X627,2
X628,X628,1
X183,X628,5
X629,X629,1
X86,X629,1
X63,X63,1
X422,X63,8
X630,X630,1
X110,X630,3
X631,X631,1
X37,X631,10
X632,X632,1
X967,X632,7
X633,X633,1
X266,X633,3
X634,X634,1
X867,X634,3
X635,X635,1
X868,X635,2
X636,X636,1
X425,X636,4
X637,X637,1
X183,X637,2
X638,X638,1
X745,X638,2
X639,X639,1
X54,X639,8
X64,X64,1
X283,X64,2
X640,X640,1
X969,X640,7
X641,X641,1
X625,X641,9
X642,X642,1
X788,X642,5
X643,X643,1
X20,X643,8
X644,X644,1
X77,X644,1
X645,X645,1
X275,X645,2
X646,X646,1
X95,X646,5
X647,X647,1
X437,X647,3
X648,X648,1
X450,X648,3
X649,X649,1
X346,X649,8
X65,X65,1
X401,X65,2
X650,X650,1
X197,X650,3
X651,X651,1
X267,X651,8
X652,X652,1
X777,X652,3
X653,X653,1
X613,X653,1
X654,X654,1
X764,X654,6
X655,X655,1
X471,X655,3
X656,X656,1
X452,X656,7
X657,X657,1
X668,X657,5
X658,X658,1
X869,X658,1
X659,X659,1
X428,X659,2
X66,X66,1
X143,X66,5
X660,X660,1
X246,X660,2
X661,X661,1
X840,X661,4
X662,X662,1
X944,X662,4
X663,X663,1
X485,X663,3
X664,X664,1
X16,X664,10
X665,X665,1
X993,X665,5
X666,X666,1
X336,X666,3
X667,X667,1
X538,X667,2
X668,X668,1
X754,X668,10
X669,X669,1
X569,X669,7
X67,X67,1
X870,X67,10
X670,X670,1
X125,X670,6
X671,X671,1
X492,X671,8
X672,X672,1
X547,X672,3
X673,X673,1
X503,X673,1
X674,X674,1
X195,X674,7
X675,X675,1
X239,X675,1
X676,X676,1
X510,X676,5
X677,X677,1
X782,X677,8
X678,X678,1
X751,X678,8
X679,X679,1
X915,X679,8
X68,X68,1
X453,X68,3
X680,X680,1
X825,X680,6
X681,X681,1
X710,X681,1
X682,X682,1
X842,X682,2
X683,X683,1
X616,X683,1
X684,X684,1
X90,X684,7
X685,X685,1
X405,X685,2
X686,X686,1
X68,X686,3
X687,X687,1
X30,X687,5
X688,X688,1
X790,X688,4
X689,X689,1
X722,X689,3
X69,X69,1
X768,X69,6
X690,X690,1
X131,X690,1
X691,X691,1
X838,X691,5
X692,X692,1
X907,X692,7
X693,X693,1
X753,X693,1
X694,X694,1
X999,X694,2
X695,X695,1
X525,X695,3
X696,X696,1
X624,X696,9
X697,X697,1
X433,X697,7
X698,X698,1
X456,X698,4
X699,X699,1
X141,X699,5
X7,X7,1
X325,X7,7
X70,X70,1
X550,X70,4
X700,X700,1
X722,X700,2
X701,X701,1
X787,X701,2
X702,X702,1
X109,X702,2
X703,X703,1
X39,X703,3
X704,X704,1
X329,X704,2
X705,X705,1
X715,X705,5
X706,X706,1
X451,X706,6
X707,X707,1
X465,X707,6
X708,X708,1
X637,X708,9
X709,X709,1
X404,X709,5
X71,X71,1
X154,X71,4
X710,X710,1
X500,X710,1
X711,X711,1
X397,X711,9
X712,X712,1
X79,X712,5
X713,X713,1
X34,X713,6
X714,X714,1
X133,X714,7
X715,X715,1
X228,X715,2
X716,X716,1
X513,X716,7
X717,X717,1
X852,X717,1
X718,X718,1
X245,X718,5
X719,X719,1
X260,X719,9
X72,X72,1
X673,X72,8
X720,X720,1
X519,X720,1
X721,X721,1
X546,X721,9
X722,X722,1
X358,X722,3
X723,X723,1
X278,X723,9
X724,X724,1
X682,X724,3
X725,X725,1
X648,X725,7
X726,X726,1
X961,X726,4
X727,X727,1
X407,X727,1
X728,X728,1
X338,X728,3
X729,X729,1
X545,X729,1
X73,X73,1
X185,X73,4
X730,X730,1
X655,X730,8
X731,X731,1
X60,X731,1
X732,X732,1
X501,X732,7
X733,X733,1
X975,X733,8
X734,X734,1
X465,X734,3
X735,X735,1
X656,X735,3
X736,X736,1
X909,X736,2
X737,X737,1
X354,X737,2
X738,X738,1
X737,X738,6
X739,X739,1
X347,X739,2
X74,X74,1
X711,X74,10
X740,X740,1
X716,X740,6
X741,X741,1
X862,X741,7
X742,X742,1
X584,X742,1
X743,X743,1
X324,X743,5
X744,X744,1
X37,X744,2
X745,X745,1
X308,X745,5
X746,X746,1
X27,X746,4
X747,X747,1
X142,X747,7
X748,X748,1
X47,X748,4
X749,X749,1
X441,X749,4
X75,X75,1
X781,X75,6
X750,X750,1
X309,X750,1
X751,X751,1
X926,X751,10
X752,X752,1
X939,X752,8
X753,X753,1
X302,X753,6
X754,X754,1
X504,X754,1
X755,X755,1
X863,X755,5
X756,X756,1
X103,X756,6
X757,X757,1
X967,X757,4
X758,X758,1
X276,X758,6
X759,X759,1
X399,X759,8
X76,X76,1
X778,X76,6
X760,X760,1
X80,X760,3
X761,X761,1
X17,X761,4
X762,X762,1
X512,X762,2
X763,X763,1
X10,X763,4
X764,X764,1
X623,X764,1
X765,X765,1
X370,X765,9
X766,X766,1
X998,X766,2
X767,X767,1
X115,X767,10
X768,X768,1
X425,X768,3
X769,X769,1
X790,X769,2
X77,X77,1
X347,X77,8
X770,X770,1
X698,X770,1
X771,X771,1
X747,X771,1
X772,X772,1
X714,X772,7
X773,X773,1
X873,X773,3
X774,X774,1
X501,X774,3
X775,X775,1
X599,X775,7
X776,X776,1
X264,X776,2
X777,X777,1
X527,X777,6
X778,X778,1
X679,X778,10
X779,X779,1
X296,X779,6
X78,X78,1
X707,X78,5
X780,X780,1
X786,X780,10
X781,X781,1
X907,X781,6
X782,X782,1
X490,X782,5
X783,X783,1
X984,X783,6
X784,X784,1
X719,X784,2
X785,X785,1
X679,X785,6
X786,X786,1
X803,X786,4
X787,X787,1
X156,X787,5
X788,X788,1
X285,X788,6
X789,X789,1
X977,X789,7
X79,X79,1
X512,X79,10
X790,X790,1
X625,X790,4
X791,X791,1
X124,X791,10
X792,X792,1
X591,X792,6
X793,X793,1
X72,X793,5
X794,X794,1
X803,X794,2
X795,X795,1
X638,X795,8
X796,X796,1
X838,X796,4
X797,X797,1
X840,X797,1
X798,X798,1
X786,X798,1
X799,X799,1
X655,X799,6
X8,X8,1
X653,X8,5
X80,X80,1
X814,X80,5
X800,X800,1
X321,X800,2
X801,X801,1
X198,X801,2
X802,X802,1
X112,X802,5
X803,X803,1
X416,X803,6
X804,X804,1
X171,X804,8
X805,X805,1
X414,X805,9
X806,X806,1
X28,X806,2
X807,X807,1
X379,X807,9
X808,X808,1
X12,X808,1
X809,X809,1
X491,X809,4
X81,X81,1
X703,X81,2
X810,X810,1
X562,X810,1
X811,X811,1
X581,X811,4
X812,X812,1
X968,X812,4
X813,X813,1
X360,X813,6
X814,X814,1
X982,X814,2
X815,X815,1
X282,X815,3
X816,X816,1
X19,X816,9
X817,X817,1
X843,X817,3
X818,X818,1
X477,X818,1
X819,X819,1
X863,X819,4
X82,X82,1
X527,X82,8
X820,X820,1
X856,X820,3
X821,X821,1
X378,X821,4
X822,X822,1
X127,X822,4
X823,X823,1
X879,X823,6
X824,X824,1
X326,X824,1
X825,X825,1
X150,X825,4
X826,X826,1
X627,X826,8
X827,X827,1
X327,X827,1
X828,X828,1
X668,X828,3
X829,X829,1
X341,X829,5
X83,X83,1
X851,X83,6
X830,X830,1
X849,X830,6
X831,X831,1
X190,X831,5
X832,X832,1
X348,X832,1
X833,X833,1
X658,X833,4
X834,X834,1
X80,X834,1
X835,X835,1
X632,X835,9
X836,X836,1
X82,X836,10
X837,X837,1
X184,X837,6
X838,X838,1
X322,X838,2
X839,X839,1
X755,X839,1
X84,X84,1
X473,X84,10
X840,X840,1
X947,X840,8
X841,X841,1
X926,X841,4
X842,X842,1
X872,X842,9
X843,X843,1
X279,X843,3
X844,X844,1
X248,X844,1
X845,X845,1
X421,X845,5
X846,X846,1
X762,X846,6
X847,X847,1
X741,X847,2
X848,X848,1
X808,X848,10
X849,X849,1
X64,X849,8
X85,X85,1
X881,X85,5
X850,X850,1
X223,X850,8
X851,X851,1
X158,X851,10
X852,X852,1
X64,X852,7
X853,X853,1
X249,X853,1
X854,X854,1
X552,X854,6
X855,X855,1
X859,X855,7
X856,X856,1
X667,X856,3
X857,X857,1
X487,X857,5
X858,X858,1
X871,X858,1
X859,X859,1
X54,X859,5
X86,X86,1
X533,X86,9
X860,X860,1
X35,X860,8
X861,X861,1
X671,X861,6
X862,X862,1
X381,X862,4
X863,X863,1
X946,X863,7
X864,X864,1
X205,X864,6
X865,X865,1
X384,X865,6
X866,X866,1
X88,X866,4
X867,X867,1
X677,X867,5
X868,X868,1
X403,X868,2
X869,X869,1
X472,X869,5
X87,X87,1
X765,X87,7
X870,X870,1
X446,X870,4
X871,X871,1
X872,X871,2
X872,X872,1
X927,X872,6
X873,X873,1
X448,X873,3
X874,X874,1
X615,X874,3
X875,X875,1
X343,X875,7
X876,X876,1
X227,X876,2
X877,X877,1
X638,X877,1
X878,X878,1
X9,X878,5
X879,X879,1
X170,X879,7
X88,X88,1
X548,X88,2
X880,X880,1
X592,X880,3
X881,X881,1
X907,X881,4
X882,X882,1
X789,X882,2
X883,X883,1
X841,X883,1
X884,X884,1
X236,X884,4
X885,X885,1
X837,X885,5
