0,1,2
X158,X158,1
X255,X158,4
X159,X159,1
X512,X159,2
X16,X16,1
X677,X16,7
X160,X160,1
X812,X160,4
X161,X161,1
X861,X161,4
X162,X162,1
X92,X162,2
X163,X163,1
X363,X163,6
X164,X164,1
X580,X164,8
X165,X165,1
X578,X165,2
X166,X166,1
X961,X166,6
X167,X167,1
X391,X167,8
X168,X168,1
X826,X168,8
X169,X169,1
X550,X169,4
X17,X17,1
X498,X17,8
X170,X170,1
X650,X170,2
X171,X171,1
X586,X171,7
X172,X172,1
X352,X172,2
X173,X173,1
X22,X173,10
X174,X174,1
X226,X174,4
X175,X175,1
X389,X175,3
X176,X176,1
X268,X176,1
X177,X177,1
X902,X177,3
X178,X178,1
X71,X178,4
X179,X179,1
X114,X179,8
X18,X18,1
X630,X18,10
X180,X180,1
X276,X180,7
X181,X181,1
X596,X181,2
X182,X182,1
X824,X182,5
X183,X183,1
X728,X183,5
X184,X184,1
X405,X184,5
X185,X185,1
X739,X185,5
X186,X186,1
X267,X186,2
X187,X187,1
X95,X187,5
X188,X188,1
X170,X188,4
X189,X189,1
X358,X189,2
X19,X19,1
X9,X19,9
X190,X190,1
X624,X190,3
X191,X191,1
X533,X191,4
X192,X192,1
X939,X192,6
X193,X193,1
X620,X193,10
X194,X194,1
X986,X194,10
X195,X195,1
X398,X195,5
X196,X196,1
X958,X196,10
X197,X197,1
X773,X197,8
X198,X198,1
X995,X198,9
X199,X199,1
X98,X199,2
X2,X2,1
X405,X2,10
X20,X20,1
X265,X20,10
X200,X200,1
X573,X200,9
X201,X201,1
X219,X201,3
X202,X202,1
X654,X202,8
X203,X203,1
X191,X203,4
X204,X204,1
X411,X204,2
X205,X205,1
X54,X205,7
X206,X206,1
X624,X206,1
X207,X207,1
X381,X207,8
X208,X208,1
X599,X208,10
X209,X209,1
X180,X209,5
X21,X21,1
X641,X21,1
X210,X210,1
X965,X210,9
X211,X211,1
X717,X211,5
X212,X212,1
X119,X212,2
X213,X213,1
X146,X213,7
X214,X214,1
X980,X214,1
X215,X215,1
X448,X215,9
X216,X216,1
X49,X216,9
X217,X217,1
X820,X217,1
X218,X218,1
X131,X218,5
X219,X219,1
X800,X219,10
X22,X22,1
X429,X22,4
X220,X220,1
X448,X220,3
X221,X221,1
X410,X221,4
X222,X222,1
X189,X222,9
X223,X223,1
X780,X223,5
X224,X224,1
X66,X224,3
X225,X225,1
X138,X225,5
X226,X226,1
X701,X226,5
X227,X227,1
X94,X227,6
X228,X228,1
X674,X228,6
X229,X229,1
X774,X229,7
X23,X23,1
X393,X23,2
X230,X230,1
X764,X230,5
X231,X231,1
X701,X231,3
X232,X232,1
X882,X232,3
X233,X233,1
X134,X233,5
X234,X234,1
X480,X234,3
X235,X235,1
X477,X235,3
X236,X236,1
X100,X236,6
X237,X237,1
X618,X237,8
X238,X238,1
X975,X238,5
X239,X239,1
X292,X239,5
X24,X24,1
X859,X24,5
X240,X240,1
X945,X240,1
X241,X241,1
X296,X241,6
X242,X242,1
X388,X242,10
X243,X243,1
X326,X243,9
X244,X244,1
X51,X244,8
X245,X245,1
X110,X245,1
X246,X246,1
X333,X246,9
X247,X247,1
X262,X247,2
X248,X248,1
X666,X248,3
X249,X249,1
X828,X249,5
X25,X25,1
X680,X25,6
X250,X250,1
X264,X250,5
X251,X251,1
X791,X251,9
X252,X252,1
X65,X252,5
X253,X253,1
X348,X253,4
X254,X254,1
X740,X254,4
X255,X255,1
X751,X255,4
X256,X256,1
X726,X256,4
X257,X257,1
X317,X257,5
X258,X258,1
X32,X258,2
X259,X259,1
X747,X259,6
X26,X26,1
X937,X26,10
X260,X260,1
X397,X260,5
X261,X261,1
X665,X261,6
X262,X262,1
X974,X262,4
X263,X263,1
X345,X263,5
X264,X264,1
X286,X264,5
X265,X265,1
X509,X265,5
X266,X266,1
X566,X266,9
X267,X267,1
X105,X267,1
X268,X268,1
X519,X268,6
X269,X269,1
X499,X269,10
X27,X27,1
X994,X27,4
X270,X270,1
X30,X270,6
X271,X271,1
X795,X271,1
X272,X272,1
X427,X272,3
X273,X273,1
X4,X273,8
X274,X274,1
X909,X274,1
X275,X275,1
X524,X275,3
X276,X276,1
X452,X276,3
X277,X277,1
X55,X277,10
X278,X278,1
X687,X278,1
X279,X279,1
X353,X279,4
X28,X28,1
X604,X28,2
X280,X280,1
X849,X280,8
X281,X281,1
X998,X281,3
X282,X282,1
X821,X282,8
X283,X283,1
X895,X283,10
X284,X284,1
X309,X284,2
X285,X285,1
X483,X285,7
X286,X286,1
X704,X286,7
X287,X287,1
X497,X287,10
X288,X288,1
X277,X288,1
X289,X289,1
X465,X289,9
X29,X29,1
X591,X29,8
X290,X290,1
X1,X290,5
X291,X291,1
X133,X291,3
X292,X292,1
X146,X292,5
X293,X293,1
X993,X293,1
X294,X294,1
X804,X294,2
X295,X295,1
X835,X295,3
X296,X296,1
X718,X296,2
X297,X297,1
X507,X297,4
X298,X298,1
X7,X298,10
X299,X299,1
X56,X299,8
X3,X3,1
X20,X3,6
X30,X30,1
X841,X30,8
X300,X300,1
X320,X300,6
X301,X301,1
X881,X301,4
X302,X302,1
X74,X302,6
X303,X303,1
X529,X303,2
X304,X304,1
X846,X304,4
X305,X305,1
X928,X305,8
X306,X306,1
X377,X306,9
X307,X307,1
X668,X307,1
X308,X308,1
X837,X308,2
X309,X309,1
X237,X309,9
X31,X31,1
X63,X31,10
X310,X310,1
X319,X310,10
X311,X311,1
X970,X311,7
X312,X312,1
X749,X312,9
X313,X313,1
X780,X313,2
X314,X314,1
X429,X314,3
X315,X315,1
X453,X315,2
X316,X316,1
X258,X316,8
X317,X317,1
X62,X317,10
X318,X318,1
X808,X318,10
X319,X319,1
X926,X319,6
X32,X32,1
X943,X32,6
X320,X320,1
X116,X320,1
X321,X321,1
X82,X321,4
X322,X322,1
X273,X322,9
X323,X323,1
X315,X323,4
X324,X324,1
X885,X324,4
X325,X325,1
X681,X325,7
X326,X326,1
X856,X326,6
X327,X327,1
X611,X327,6
X328,X328,1
X109,X328,2
X329,X329,1
X232,X329,4
X33,X33,1
X878,X33,7
X330,X330,1
X957,X330,4
X331,X331,1
X212,X331,8
X332,X332,1
X880,X332,5
X333,X333,1
X370,X333,4
X334,X334,1
X288,X334,5
X335,X335,1
X950,X335,2
X336,X336,1
X300,X336,2
X337,X337,1
X79,X337,3
X338,X338,1
X786,X338,10
X339,X339,1
X369,X339,7
X34,X34,1
X404,X34,2
X340,X340,1
X964,X340,4
X341,X341,1
X424,X341,4
X342,X342,1
X287,X342,10
X343,X343,1
X347,X343,1
X344,X344,1
X560,X344,7
X345,X345,1
X796,X345,8
X346,X346,1
X987,X346,6
X347,X347,1
X47,X347,2
X348,X348,1
X247,X348,1
X349,X349,1
X516,X349,5
X35,X35,1
X105,X35,6
X350,X350,1
X407,X350,3
X351,X351,1
X372,X351,1
X352,X352,1
X63,X352,7
X353,X353,1
X223,X353,4
X354,X354,1
X225,X354,5
X355,X355,1
X764,X355,4
X356,X356,1
X117,X356,3
X357,X357,1
X658,X357,7
X358,X358,1
X97,X358,8
X359,X359,1
X114,X359,7
X36,X36,1
X649,X36,7
X360,X360,1
X832,X360,8
X361,X361,1
X325,X361,1
X362,X362,1
X944,X362,10
X363,X363,1
X696,X363,10
X364,X364,1
X714,X364,7
X365,X365,1
X186,X365,7
X366,X366,1
X771,X366,3
X367,X367,1
X554,X367,5
X368,X368,1
X798,X368,7
X369,X369,1
X421,X369,8
X37,X37,1
X745,X37,1
X370,X370,1
X374,X370,6
X371,X371,1
X551,X371,7
X372,X372,1
X64,X372,8
X373,X373,1
X880,X373,3
X374,X374,1
X379,X374,8
X375,X375,1
X444,X375,3
X376,X376,1
X137,X376,8
X377,X377,1
X505,X377,2
X378,X378,1
X935,X378,3
X379,X379,1
X521,X379,9
X38,X38,1
X875,X38,7
X380,X380,1
X108,X380,2
X381,X381,1
X742,X381,9
X382,X382,1
X108,X382,1
X383,X383,1
X914,X383,7
X384,X384,1
X462,X384,5
X385,X385,1
X419,X385,9
X386,X386,1
X855,X386,4
X387,X387,1
X532,X387,5
X388,X388,1
X338,X388,4
X389,X389,1
X720,X389,9
X39,X39,1
X478,X39,7
X390,X390,1
X867,X390,5
X391,X391,1
X845,X391,1
X392,X392,1
X154,X392,8
X393,X393,1
X561,X393,5
X394,X394,1
X207,X394,1
X395,X395,1
X40,X395,7
X396,X396,1
X443,X396,6
X397,X397,1
X890,X397,7
X398,X398,1
X746,X398,7
X399,X399,1
X331,X399,5
X4,X4,1
X350,X4,10
X40,X40,1
X889,X40,4
X400,X400,1
X784,X400,5
X401,X401,1
X4,X401,3
X402,X402,1
X330,X402,4
X403,X403,1
X730,X403,10
X404,X404,1
X475,X404,4
X405,X405,1
X215,X405,7
X406,X406,1
X235,X406,2
X407,X407,1
X56,X407,7
X408,X408,1
X600,X408,3
X409,X409,1
X517,X409,2
X41,X41,1
X850,X41,7
X410,X410,1
X266,X410,5
X411,X411,1
X515,X411,8
X412,X412,1
X245,X412,10
X413,X413,1
X107,X413,3
X414,X414,1
X568,X414,4
X415,X415,1
X148,X415,10
X416,X416,1
X618,X416,2
X417,X417,1
X790,X417,5
X418,X418,1
X564,X418,10
X419,X419,1
X520,X419,2
X42,X42,1
X932,X42,5
X420,X420,1
X978,X420,5
X421,X421,1
X30,X421,2
X422,X422,1
X426,X422,8
X423,X423,1
X981,X423,2
X424,X424,1
X198,X424,4
X425,X425,1
X323,X425,10
X426,X426,1
X784,X426,1
X427,X427,1
X971,X427,9
X428,X428,1
X534,X428,2
X429,X429,1
X466,X429,4
X43,X43,1
X934,X43,5
X430,X430,1
X204,X430,4
X431,X431,1
X459,X431,2
X432,X432,1
X725,X432,7
X433,X433,1
X754,X433,6
X434,X434,1
X598,X434,10
X435,X435,1
X148,X435,5
X436,X436,1
X630,X436,3
X437,X437,1
X435,X437,2
X438,X438,1
X580,X438,2
X439,X439,1
X498,X439,3
X44,X44,1
X939,X44,10
X440,X440,1
X721,X440,4
X441,X441,1
X866,X441,6
X442,X442,1
X803,X442,8
X443,X443,1
X175,X443,6
X444,X444,1
X579,X444,6
X445,X445,1
X231,X445,7
X446,X446,1
X213,X446,1
X447,X447,1
X851,X447,7
X448,X448,1
X397,X448,3
X449,X449,1
X976,X449,3
X45,X45,1
X220,X45,4
X450,X450,1
X416,X450,4
X451,X451,1
X482,X451,4
X452,X452,1
X652,X452,4
X453,X453,1
X715,X453,9
X454,X454,1
X715,X454,4
X455,X455,1
X958,X455,7
X456,X456,1
X715,X456,1
X457,X457,1
X699,X457,8
X458,X458,1
X384,X458,1
X459,X459,1
X830,X459,9
X46,X46,1
X401,X46,1
X460,X460,1
X290,X460,4
X461,X461,1
X300,X461,1
X462,X462,1
X942,X462,10
X463,X463,1
X910,X463,3
X464,X464,1
X52,X464,3
X465,X465,1
X501,X465,5
X466,X466,1
X986,X466,4
X467,X467,1
X759,X467,3
X468,X468,1
X884,X468,7
X469,X469,1
X597,X469,6
X47,X47,1
X491,X47,4
X470,X470,1
X362,X470,2
X471,X471,1
X107,X471,2
X472,X472,1
X194,X472,5
X473,X473,1
X951,X473,1
X474,X474,1
X862,X474,10
X475,X475,1
X487,X475,1
X476,X476,1
X136,X476,7
X477,X477,1
X821,X477,7
X478,X478,1
X19,X478,4
X479,X479,1
X101,X479,8
X48,X48,1
X647,X48,2
X480,X480,1
X924,X480,4
X481,X481,1
X553,X481,9
X482,X482,1
X150,X482,5
X483,X483,1
X932,X483,2
X484,X484,1
X961,X484,1
X485,X485,1
X51,X485,2
X486,X486,1
X291,X486,2
X487,X487,1
X556,X487,8
X488,X488,1
X48,X488,4
X489,X489,1
X73,X489,8
X49,X49,1
X2,X49,5
X490,X490,1
X210,X490,4
X491,X491,1
X671,X491,2
X492,X492,1
X805,X492,9
X493,X493,1
X8,X493,8
X494,X494,1
X391,X494,3
X495,X495,1
X252,X495,1
X496,X496,1
X89,X496,4
X497,X497,1
X39,X497,2
X498,X498,1
X360,X498,1
X499,X499,1
X947,X499,5
X5,X5,1
X686,X5,3
X50,X50,1
X869,X50,6
X500,X500,1
X159,X500,8
X501,X501,1
X332,X501,9
X502,X502,1
X946,X502,7
X503,X503,1
X913,X503,5
X504,X504,1
X558,X504,10
X505,X505,1
X34,X505,4
X506,X506,1
X187,X506,5
X507,X507,1
X887,X507,2
X508,X508,1
X584,X508,8
X509,X509,1
X377,X509,6
X51,X51,1
X532,X51,9
X510,X510,1
X281,X510,10
X511,X511,1
X888,X511,5
X512,X512,1
X64,X512,3
X513,X513,1
X323,X513,9
X514,X514,1
X628,X514,6
X515,X515,1
X292,X515,1
X516,X516,1
X705,X516,9
X517,X517,1
X1000,X517,7
X518,X518,1
X884,X518,2
X519,X519,1
X736,X519,7
X52,X52,1
X216,X52,3
X520,X520,1
X592,X520,10
X521,X521,1
X576,X521,5
X522,X522,1
X931,X522,1
X523,X523,1
X157,X523,5
X524,X524,1
X890,X524,2
X525,X525,1
X936,X525,5
X526,X526,1
X229,X526,6
X527,X527,1
X261,X527,3
X528,X528,1
X653,X528,1
X529,X529,1
X9,X529,8
X53,X53,1
X541,X53,3
X530,X530,1
X907,X530,5
X531,X531,1
X167,X531,9
X532,X532,1
X894,X532,8
X533,X533,1
X832,X533,7
X534,X534,1
X153,X534,7
X535,X535,1
X663,X535,7
X536,X536,1
X400,X536,2
X537,X537,1
X171,X537,4
X538,X538,1
X478,X538,3
X539,X539,1
X973,X539,10
X54,X54,1
X493,X54,3
X540,X540,1
X778,X540,6
X541,X541,1
X692,X541,3
X542,X542,1
X798,X542,1
X543,X543,1
X934,X543,1
X544,X544,1
X697,X544,4
X545,X545,1
X917,X545,5
X546,X546,1
X441,X546,5
X547,X547,1
X456,X547,10
X548,X548,1
X224,X548,2
X549,X549,1
X842,X549,8
X55,X55,1
X472,X55,10
X550,X550,1
X335,X550,4
X551,X551,1
X314,X551,3
X552,X552,1
X271,X552,6
X553,X553,1
X383,X553,2
X554,X554,1
X797,X554,4
X555,X555,1
X114,X555,3
X556,X556,1
X324,X556,8
X557,X557,1
X167,X557,2
X558,X558,1
X819,X558,8
X559,X559,1
X991,X559,1
X56,X56,1
X130,X56,5
X560,X560,1
X570,X560,10
X561,X561,1
X311,X561,7
X562,X562,1
X876,X562,4
X563,X563,1
X627,X563,5
X564,X564,1
X683,X564,2
X565,X565,1
X60,X565,5
X566,X566,1
X341,X566,3
X567,X567,1
X977,X567,1
X568,X568,1
X332,X568,2
X569,X569,1
X987,X569,2
X57,X57,1
X921,X57,7
X570,X570,1
X809,X570,5
X571,X571,1
X579,X571,2
X572,X572,1
X289,X572,8
X573,X573,1
X500,X573,5
X574,X574,1
X343,X574,8
X575,X575,1
X685,X575,8
X576,X576,1
X396,X576,4
X577,X577,1
X508,X577,7
X578,X578,1
X753,X578,9
X579,X579,1
X601,X579,6
X58,X58,1
X199,X58,9
X580,X580,1
X62,X580,7
X581,X581,1
X12,X581,7
X582,X582,1
X975,X582,2
X583,X583,1
X193,X583,3
X584,X584,1
X303,X584,10
X585,X585,1
X999,X585,6
X586,X586,1
X514,X586,2
X587,X587,1
X802,X587,3
X588,X588,1
X417,X588,7
X589,X589,1
X329,X589,8
X59,X59,1
X789,X59,3
X590,X590,1
X473,X590,1
X591,X591,1
X761,X591,6
X592,X592,1
X648,X592,5
X593,X593,1
X362,X593,1
X594,X594,1
X316,X594,6
X595,X595,1
X831,X595,1
X596,X596,1
X807,X596,8
X597,X597,1
X413,X597,6
X598,X598,1
X868,X598,7
X599,X599,1
X421,X599,1
X6,X6,1
X738,X6,2
X60,X60,1
X717,X60,10
X600,X600,1
X756,X600,7
X601,X601,1
X395,X601,5
X602,X602,1
X426,X602,5
X603,X603,1
X967,X603,7
X604,X604,1
X782,X604,1
X605,X605,1
X239,X605,8
X606,X606,1
X176,X606,2
X607,X607,1
X614,X607,1
X608,X608,1
X513,X608,7
X609,X609,1
X40,X609,1
X61,X61,1
X251,X61,3
X610,X610,1
X55,X610,7
X611,X611,1
X396,X611,3
X612,X612,1
X433,X612,2
X613,X613,1
X582,X613,2
X614,X614,1
X162,X614,4
X615,X615,1
X195,X615,7
X616,X616,1
X535,X616,6
X617,X617,1
X598,X617,2
X618,X618,1
X531,X618,7
X619,X619,1
X815,X619,1
X62,X62,1
X206,X62,7
X620,X620,1
X903,X620,8
X621,X621,1
X163,X621,2
X622,X622,1
X513,X622,4
X623,X623,1
X147,X623,7
X624,X624,1
X713,X624,3
X625,X625,1
X741,X625,4
X626,X626,1
X679,X626,7
X627,X627,1
X708,X627,6
X628,X628,1
X36,X628,1
X629,X629,1
X937,X629,7
X63,X63,1
X280,X63,7
X630,X630,1
X264,X630,1
X631,X631,1
X850,X631,4
X632,X632,1
X854,X632,4
X633,X633,1
X928,X633,4
X634,X634,1
X536,X634,5
X635,X635,1
X703,X635,7
X636,X636,1
X434,X636,8
X637,X637,1
X810,X637,4
X638,X638,1
X177,X638,8
X639,X639,1
X664,X639,10
X64,X64,1
X325,X64,2
X640,X640,1
X63,X640,4
X641,X641,1
X813,X641,10
X642,X642,1
X289,X642,3
X643,X643,1
X275,X643,1
X644,X644,1
X620,X644,8
X645,X645,1
X603,X645,9
X646,X646,1
X373,X646,7
X647,X647,1
X733,X647,9
X648,X648,1
X121,X648,3
X649,X649,1
X677,X649,3
X65,X65,1
X988,X65,10
X650,X650,1
X717,X650,3
X651,X651,1
X929,X651,6
X652,X652,1
X599,X652,9
X653,X653,1
X137,X653,4
X654,X654,1
X794,X654,2
X655,X655,1
X27,X655,6
X656,X656,1
X730,X656,7
X657,X657,1
X464,X657,2
X658,X658,1
X469,X658,2
X659,X659,1
X205,X659,4
X66,X66,1
X236,X66,4
X660,X660,1
X725,X660,4
X661,X661,1
X93,X661,8
X662,X662,1
X450,X662,10
X663,X663,1
X983,X663,7
X664,X664,1
X294,X664,2
X665,X665,1
X953,X665,9
X666,X666,1
X228,X666,3
X667,X667,1
X503,X667,9
X668,X668,1
X852,X668,8
X669,X669,1
X29,X669,5
X67,X67,1
X955,X67,4
X670,X670,1
X115,X670,7
X671,X671,1
X313,X671,3
X672,X672,1
X466,X672,2
X673,X673,1
X118,X673,7
X674,X674,1
X168,X674,7
X675,X675,1
X155,X675,9
X676,X676,1
X96,X676,1
X677,X677,1
X183,X677,1
X678,X678,1
X28,X678,2
X679,X679,1
X897,X679,4
X68,X68,1
X559,X68,6
X680,X680,1
X678,X680,9
X681,X681,1
X973,X681,1
X682,X682,1
X996,X682,2
X683,X683,1
X255,X683,3
X684,X684,1
X597,X684,1
X685,X685,1
X800,X685,2
X686,X686,1
X184,X686,5
X687,X687,1
X232,X687,3
X688,X688,1
X785,X688,5
X689,X689,1
X197,X689,1
X69,X69,1
X170,X69,7
X690,X690,1
X231,X690,4
X691,X691,1
X842,X691,2
X692,X692,1
X743,X692,9
X693,X693,1
X545,X693,6
X694,X694,1
X385,X694,1
X695,X695,1
X341,X695,1
X696,X696,1
X363,X696,2
X697,X697,1
X85,X697,4
X698,X698,1
X97,X698,6
X699,X699,1
X542,X699,6
X7,X7,1
X102,X7,5
X70,X70,1
X559,X70,2
X700,X700,1
X936,X700,4
X701,X701,1
X547,X701,5
X702,X702,1
X272,X702,6
X703,X703,1
X608,X703,7
X704,X704,1
X278,X704,5
X705,X705,1
X498,X705,1
X706,X706,1
X149,X706,1
X707,X707,1
X139,X707,1
X708,X708,1
X862,X708,3
X709,X709,1
X508,X709,5
X71,X71,1
X490,X71,1
X710,X710,1
X143,X710,3
X711,X711,1
X15,X711,8
X712,X712,1
X246,X712,4
X713,X713,1
X995,X713,8
X714,X714,1
X301,X714,3
X715,X715,1
X38,X715,6
X716,X716,1
X394,X716,6
X717,X717,1
X438,X717,9
X718,X718,1
X276,X718,5
X719,X719,1
X755,X719,10
X72,X72,1
X860,X72,4
X720,X720,1
X796,X720,2
X721,X721,1
X261,X721,2
X722,X722,1
X461,X722,8
X723,X723,1
X67,X723,8
X724,X724,1
X879,X724,4
X725,X725,1
X350,X725,7
X726,X726,1
X474,X726,4
X727,X727,1
X463,X727,7
X728,X728,1
X447,X728,8
X729,X729,1
X69,X729,3
X73,X73,1
X667,X73,1
X730,X730,1
X94,X730,4
X731,X731,1
X996,X731,1
X732,X732,1
X727,X732,8
X733,X733,1
X585,X733,7
X734,X734,1
X563,X734,5
X735,X735,1
X260,X735,1
X736,X736,1
X610,X736,1
X737,X737,1
X84,X737,2
X738,X738,1
X53,X738,6
X739,X739,1
X50,X739,8
X74,X74,1
X481,X74,2
X740,X740,1
X380,X740,3
X741,X741,1
X194,X741,2
X742,X742,1
X23,X742,4
X743,X743,1
X271,X743,5
X744,X744,1
X489,X744,8
X745,X745,1
X814,X745,6
X746,X746,1
X589,X746,9
X747,X747,1
X657,X747,10
X748,X748,1
X989,X748,2
X749,X749,1
X777,X749,10
X75,X75,1
X458,X75,9
X750,X750,1
X257,X750,9
X751,X751,1
X308,X751,10
X752,X752,1
X270,X752,8
X753,X753,1
X124,X753,1
X754,X754,1
X737,X754,8
X755,X755,1
X905,X755,2
X756,X756,1
X765,X756,1
X757,X757,1
X416,X757,1
X758,X758,1
X761,X758,5
X759,X759,1
X154,X759,3
X76,X76,1
X502,X76,4
X760,X760,1
X723,X760,9
X761,X761,1
X697,X761,1
X762,X762,1
X37,X762,2
X763,X763,1
X556,X763,2
X764,X764,1
X140,X764,4
X765,X765,1
X337,X765,5
X766,X766,1
X7,X766,3
X767,X767,1
X26,X767,5
X768,X768,1
X283,X768,9
X769,X769,1
X129,X769,6
X77,X77,1
X223,X77,10
X770,X770,1
X266,X770,4
X771,X771,1
X304,X771,5
X772,X772,1
X575,X772,3
X773,X773,1
X702,X773,10
X774,X774,1
X955,X774,3
X775,X775,1
X816,X775,1
X776,X776,1
X444,X776,2
X777,X777,1
X445,X777,5
X778,X778,1
X670,X778,7
X779,X779,1
X434,X779,6
X78,X78,1
X963,X78,9
X780,X780,1
X506,X780,8
X781,X781,1
X296,X781,3
X782,X782,1
X635,X782,7
X783,X783,1
X439,X783,4
X784,X784,1
X676,X784,3
X785,X785,1
X918,X785,7
X786,X786,1
X573,X786,5
X787,X787,1
X1000,X787,2
X788,X788,1
X265,X788,1
X789,X789,1
X655,X789,6
X79,X79,1
X327,X79,2
X790,X790,1
X621,X790,2
X791,X791,1
X638,X791,1
X792,X792,1
X848,X792,9
X793,X793,1
X447,X793,5
X794,X794,1
X594,X794,5
X795,X795,1
X859,X795,1
X796,X796,1
X907,X796,3
X797,X797,1
X359,X797,6
X798,X798,1
X489,X798,3
X799,X799,1
X244,X799,3
X8,X8,1
X113,X8,1
X80,X80,1
X122,X80,3
X800,X800,1
X321,X800,3
X801,X801,1
X27,X801,1
X802,X802,1
X282,X802,5
X803,X803,1
X537,X803,6
X804,X804,1
X577,X804,3
X805,X805,1
X378,X805,2
X806,X806,1
X249,X806,5
X807,X807,1
X811,X807,5
X808,X808,1
X748,X808,7
X809,X809,1
X103,X809,5
X81,X81,1
X498,X81,4
X810,X810,1
X874,X810,4
X811,X811,1
X115,X811,5
X812,X812,1
X526,X812,2
X813,X813,1
X660,X813,7
X814,X814,1
X10,X814,4
X815,X815,1
X639,X815,7
X816,X816,1
X54,X816,1
X817,X817,1
X988,X817,7
X818,X818,1
X173,X818,9
X819,X819,1
X6,X819,1
X82,X82,1
X783,X82,1
X820,X820,1
X202,X820,8
X821,X821,1
X801,X821,5
X822,X822,1
X628,X822,4
X823,X823,1
X679,X823,3
X824,X824,1
X35,X824,3
X825,X825,1
X83,X825,1
X826,X826,1
X727,X826,7
X827,X827,1
X840,X827,9
X828,X828,1
X44,X828,8
X829,X829,1
X417,X829,5
X83,X83,1
X241,X83,3
X830,X830,1
X305,X830,1
X831,X831,1
X169,X831,8
X832,X832,1
X106,X832,2
X833,X833,1
X408,X833,2
X834,X834,1
X55,X834,4
X835,X835,1
X381,X835,4
X836,X836,1
X804,X836,1
X837,X837,1
X524,X837,2
X838,X838,1
X553,X838,6
X839,X839,1
X664,X839,7
X84,X84,1
X661,X84,7
X840,X840,1
X403,X840,5
X841,X841,1
X274,X841,7
X842,X842,1
X966,X842,7
X843,X843,1
X688,X843,2
X844,X844,1
X921,X844,2
X845,X845,1
X206,X845,1
X846,X846,1
X982,X846,9
X847,X847,1
X992,X847,9
X848,X848,1
X200,X848,4
X849,X849,1
X985,X849,5
X85,X85,1
X910,X85,8
X850,X850,1
X313,X850,2
X851,X851,1
X50,X851,4
X852,X852,1
X695,X852,8
X853,X853,1
X451,X853,3
X854,X854,1
X626,X854,2
X855,X855,1
X234,X855,1
X856,X856,1
X295,X856,4
X857,X857,1
X817,X857,2
X858,X858,1
X95,X858,4
X859,X859,1
X132,X859,2
X86,X86,1
X446,X86,6
X860,X860,1
X560,X860,4
X861,X861,1
X896,X861,2
X862,X862,1
X959,X862,2
X863,X863,1
X14,X863,1
X864,X864,1
X939,X864,3
X865,X865,1
X708,X865,2
X866,X866,1
X832,X866,6
X867,X867,1
X642,X867,3
X868,X868,1
X662,X868,5
X869,X869,1
X215,X869,5
X87,X87,1
X275,X87,6
X870,X870,1
X612,X870,9
X871,X871,1
X712,X871,8
X872,X872,1
X9,X872,2
X873,X873,1
X901,X873,2
X874,X874,1
X515,X874,3
X875,X875,1
X813,X875,3
X876,X876,1
X492,X876,5
X877,X877,1
X969,X877,9
X878,X878,1
X358,X878,1
X879,X879,1
X450,X879,8
X88,X88,1
X970,X88,9
X880,X880,1
X449,X880,8
X881,X881,1
X486,X881,9
X882,X882,1
X154,X882,2
X883,X883,1
X779,X883,5
X884,X884,1
X654,X884,5
X885,X885,1
