0,1,2
X182,X182,1
X817,X182,8
X183,X183,1
X28,X183,9
X184,X184,1
X717,X184,2
X185,X185,1
X175,X185,5
X186,X186,1
X876,X186,7
X187,X187,1
X657,X187,5
X188,X188,1
X966,X188,7
X189,X189,1
X647,X189,9
X19,X19,1
X870,X19,5
X190,X190,1
X233,X190,5
X191,X191,1
X988,X191,4
X192,X192,1
X290,X192,4
X193,X193,1
X406,X193,5
X194,X194,1
X864,X194,5
X195,X195,1
X532,X195,7
X196,X196,1
X402,X196,10
X197,X197,1
X936,X197,7
X198,X198,1
X720,X198,1
X199,X199,1
X265,X199,1
X2,X2,1
X911,X2,8
X20,X20,1
X107,X20,6
X200,X200,1
X463,X200,4
X201,X201,1
X209,X201,5
X202,X202,1
X670,X202,5
X203,X203,1
X764,X203,5
X204,X204,1
X422,X204,2
X205,X205,1
X401,X205,4
X206,X206,1
X745,X206,5
X207,X207,1
X939,X207,8
X208,X208,1
X637,X208,2
X209,X209,1
X416,X209,10
X21,X21,1
X333,X21,5
X210,X210,1
X836,X210,3
X211,X211,1
X444,X211,8
X212,X212,1
X504,X212,6
X213,X213,1
X862,X213,1
X214,X214,1
X77,X214,10
X215,X215,1
X317,X215,2
X216,X216,1
X567,X216,2
X217,X217,1
X864,X217,3
X218,X218,1
X41,X218,3
X219,X219,1
X725,X219,10
X22,X22,1
X78,X22,6
X220,X220,1
X470,X220,5
X221,X221,1
X554,X221,4
X222,X222,1
X293,X222,2
X223,X223,1
X344,X223,9
X224,X224,1
X848,X224,1
X225,X225,1
X292,X225,3
X226,X226,1
X612,X226,2
X227,X227,1
X173,X227,4
X228,X228,1
X667,X228,1
X229,X229,1
X779,X229,9
X23,X23,1
X787,X23,10
X230,X230,1
X826,X230,1
X231,X231,1
X512,X231,6
X232,X232,1
X151,X232,4
X233,X233,1
X877,X233,4
X234,X234,1
X697,X234,4
X235,X235,1
X546,X235,6
X236,X236,1
X172,X236,5
X237,X237,1
X136,X237,7
X238,X238,1
X218,X238,6
X239,X239,1
X979,X239,5
X24,X24,1
X736,X24,9
X240,X240,1
X593,X240,8
X241,X241,1
X391,X241,10
X242,X242,1
X898,X242,6
X243,X243,1
X162,X243,3
X244,X244,1
X615,X244,5
X245,X245,1
X326,X245,9
X246,X246,1
X345,X246,9
X247,X247,1
X888,X247,3
X248,X248,1
X960,X248,5
X249,X249,1
X596,X249,5
X25,X25,1
X84,X25,8
X250,X250,1
X827,X250,5
X251,X251,1
X194,X251,2
X252,X252,1
X828,X252,7
X253,X253,1
X44,X253,3
X254,X254,1
X364,X254,3
X255,X255,1
X917,X255,3
X256,X256,1
X80,X256,10
X257,X257,1
X650,X257,2
X258,X258,1
X272,X258,4
X259,X259,1
X4,X259,4
X26,X26,1
X647,X26,10
X260,X260,1
X892,X260,2
X261,X261,1
X335,X261,4
X262,X262,1
X742,X262,4
X263,X263,1
X456,X263,9
X264,X264,1
X646,X264,8
X265,X265,1
X104,X265,8
X266,X266,1
X909,X266,6
X267,X267,1
X970,X267,4
X268,X268,1
X127,X268,6
X269,X269,1
X688,X269,6
X27,X27,1
X965,X27,5
X270,X270,1
X116,X270,10
X271,X271,1
X141,X271,7
X272,X272,1
X538,X272,2
X273,X273,1
X736,X273,1
X274,X274,1
X990,X274,2
X275,X275,1
X187,X275,7
X276,X276,1
X575,X276,7
X277,X277,1
X40,X277,10
X278,X278,1
X11,X278,2
X279,X279,1
X326,X279,3
X28,X28,1
X704,X28,6
X280,X280,1
X693,X280,4
X281,X281,1
X415,X281,3
X282,X282,1
X903,X282,6
X283,X283,1
X902,X283,3
X284,X284,1
X519,X284,9
X285,X285,1
X954,X285,9
X286,X286,1
X807,X286,9
X287,X287,1
X414,X287,10
X288,X288,1
X318,X288,9
X289,X289,1
X739,X289,9
X29,X29,1
X66,X29,4
X290,X290,1
X296,X290,6
X291,X291,1
X378,X291,4
X292,X292,1
X199,X292,7
X293,X293,1
X473,X293,6
X294,X294,1
X140,X294,7
X295,X295,1
X418,X295,7
X296,X296,1
X39,X296,4
X297,X297,1
X596,X297,2
X298,X298,1
X100,X298,10
X299,X299,1
X183,X299,10
X3,X3,1
X115,X3,8
X30,X30,1
X845,X30,6
X300,X300,1
X525,X300,8
X301,X301,1
X318,X301,4
X302,X302,1
X460,X302,2
X303,X303,1
X363,X303,4
X304,X304,1
X20,X304,6
X305,X305,1
X653,X305,7
X306,X306,1
X800,X306,6
X307,X307,1
X728,X307,5
X308,X308,1
X628,X308,7
X309,X309,1
X245,X309,4
X31,X31,1
X302,X31,5
X310,X310,1
X582,X310,7
X311,X311,1
X838,X311,1
X312,X312,1
X126,X312,5
X313,X313,1
X874,X313,4
X314,X314,1
X484,X314,5
X315,X315,1
X73,X315,2
X316,X316,1
X961,X316,6
X317,X317,1
X887,X317,4
X318,X318,1
X960,X318,4
X319,X319,1
X82,X319,8
X32,X32,1
X374,X32,9
X320,X320,1
X273,X320,8
X321,X321,1
X43,X321,4
X322,X322,1
X412,X322,7
X323,X323,1
X38,X323,2
X324,X324,1
X978,X324,1
X325,X325,1
X919,X325,7
X326,X326,1
X197,X326,2
X327,X327,1
X648,X327,7
X328,X328,1
X817,X328,4
X329,X329,1
X275,X329,2
X33,X33,1
X522,X33,1
X330,X330,1
X217,X330,7
X331,X331,1
X670,X331,1
X332,X332,1
X539,X332,3
X333,X333,1
X484,X333,3
X334,X334,1
X79,X334,1
X335,X335,1
X662,X335,8
X336,X336,1
X184,X336,8
X337,X337,1
X45,X337,3
X338,X338,1
X803,X338,9
X339,X339,1
X836,X339,2
X34,X34,1
X851,X34,3
X340,X340,1
X843,X340,9
X341,X341,1
X837,X341,10
X342,X342,1
X568,X342,7
X343,X343,1
X420,X343,2
X344,X344,1
X357,X344,9
X345,X345,1
X912,X345,3
X346,X346,1
X41,X346,1
X347,X347,1
X482,X347,9
X348,X348,1
X975,X348,8
X349,X349,1
X444,X349,3
X35,X35,1
X577,X35,1
X350,X350,1
X564,X350,8
X351,X351,1
X71,X351,2
X352,X352,1
X185,X352,1
X353,X353,1
X275,X353,1
X354,X354,1
X396,X354,4
X355,X355,1
X266,X355,6
X356,X356,1
X959,X356,9
X357,X357,1
X897,X357,8
X358,X358,1
X123,X358,4
X359,X359,1
X576,X359,1
X36,X36,1
X234,X36,9
X360,X360,1
X5,X360,6
X361,X361,1
X608,X361,3
X362,X362,1
X986,X362,6
X363,X363,1
X739,X363,7
X364,X364,1
X708,X364,7
X365,X365,1
X662,X365,6
X366,X366,1
X946,X366,9
X367,X367,1
X669,X367,1
X368,X368,1
X260,X368,4
X369,X369,1
X352,X369,7
X37,X37,1
X848,X37,7
X370,X370,1
X859,X370,2
X371,X371,1
X680,X371,10
X372,X372,1
X814,X372,9
X373,X373,1
X419,X373,7
X374,X374,1
X179,X374,6
X375,X375,1
X966,X375,4
X376,X376,1
X914,X376,6
X377,X377,1
X648,X377,3
X378,X378,1
X944,X378,10
X379,X379,1
X496,X379,10
X38,X38,1
X57,X38,4
X380,X380,1
X520,X380,8
X381,X381,1
X102,X381,1
X382,X382,1
X361,X382,6
X383,X383,1
X941,X383,5
X384,X384,1
X75,X384,6
X385,X385,1
X50,X385,1
X386,X386,1
X344,X386,3
X387,X387,1
X808,X387,2
X388,X388,1
X510,X388,2
X389,X389,1
X168,X389,5
X39,X39,1
X206,X39,9
X390,X390,1
X240,X390,8
X391,X391,1
X404,X391,1
X392,X392,1
X124,X392,4
X393,X393,1
X480,X393,1
X394,X394,1
X590,X394,1
X395,X395,1
X475,X395,8
X396,X396,1
X894,X396,5
X397,X397,1
X243,X397,7
X398,X398,1
X165,X398,4
X399,X399,1
X932,X399,1
X4,X4,1
X149,X4,8
X40,X40,1
X923,X40,2
X400,X400,1
X134,X400,4
X401,X401,1
X291,X401,1
X402,X402,1
X920,X402,8
X403,X403,1
X695,X403,8
X404,X404,1
X294,X404,7
X405,X405,1
X25,X405,3
X406,X406,1
X115,X406,1
X407,X407,1
X532,X407,1
X408,X408,1
X207,X408,7
X409,X409,1
X308,X409,10
X41,X41,1
X847,X41,3
X410,X410,1
X464,X410,2
X411,X411,1
X738,X411,3
X412,X412,1
X319,X412,5
X413,X413,1
X467,X413,10
X414,X414,1
X691,X414,2
X415,X415,1
X850,X415,10
X416,X416,1
X142,X416,9
X417,X417,1
X413,X417,7
X418,X418,1
X75,X418,2
X419,X419,1
X508,X419,4
X42,X42,1
X687,X42,1
X420,X420,1
X734,X420,4
X421,X421,1
X525,X421,4
X422,X422,1
X458,X422,1
X423,X423,1
X754,X423,8
X424,X424,1
X743,X424,10
X425,X425,1
X996,X425,1
X426,X426,1
X315,X426,2
X427,X427,1
X412,X427,6
X428,X428,1
X758,X428,6
X429,X429,1
X472,X429,10
X43,X43,1
X524,X43,2
X430,X430,1
X135,X430,4
X431,X431,1
X907,X431,4
X432,X432,1
X81,X432,4
X433,X433,1
X283,X433,7
X434,X434,1
X635,X434,1
X435,X435,1
X214,X435,9
X436,X436,1
X564,X436,2
X437,X437,1
X471,X437,8
X438,X438,1
X193,X438,3
X439,X439,1
X780,X439,1
X44,X44,1
X234,X44,2
X440,X440,1
X431,X440,10
X441,X441,1
X528,X441,9
X442,X442,1
X816,X442,4
X443,X443,1
X167,X443,8
X444,X444,1
X150,X444,1
X445,X445,1
X263,X445,7
X446,X446,1
X396,X446,2
X447,X447,1
X306,X447,7
X448,X448,1
X341,X448,3
X449,X449,1
X723,X449,4
X45,X45,1
X782,X45,7
X450,X450,1
X171,X450,2
X451,X451,1
X212,X451,5
X452,X452,1
X55,X452,7
X453,X453,1
X426,X453,7
X454,X454,1
X125,X454,1
X455,X455,1
X562,X455,5
X456,X456,1
X672,X456,8
X457,X457,1
X589,X457,7
X458,X458,1
X456,X458,7
X459,X459,1
X111,X459,4
X46,X46,1
X338,X46,8
X460,X460,1
X947,X460,5
X461,X461,1
X953,X461,2
X462,X462,1
X254,X462,3
X463,X463,1
X837,X463,6
X464,X464,1
X374,X464,3
X465,X465,1
X314,X465,4
X466,X466,1
X194,X466,1
X467,X467,1
X647,X467,3
X468,X468,1
X920,X468,4
X469,X469,1
X264,X469,10
X47,X47,1
X250,X47,5
X470,X470,1
X246,X470,3
X471,X471,1
X136,X471,2
X472,X472,1
X939,X472,2
X473,X473,1
X154,X473,3
X474,X474,1
X897,X474,2
X475,X475,1
X226,X475,1
X476,X476,1
X517,X476,10
X477,X477,1
X394,X477,2
X478,X478,1
X273,X478,7
X479,X479,1
X273,X479,1
X48,X48,1
X118,X48,1
X480,X480,1
X578,X480,2
X481,X481,1
X857,X481,4
X482,X482,1
X496,X482,5
X483,X483,1
X49,X483,9
X484,X484,1
X514,X484,9
X485,X485,1
X410,X485,8
X486,X486,1
X823,X486,4
X487,X487,1
X987,X487,7
X488,X488,1
X284,X488,5
X489,X489,1
X108,X489,3
X49,X49,1
X387,X49,9
X490,X490,1
X358,X490,7
X491,X491,1
X124,X491,2
X492,X492,1
X143,X492,4
X493,X493,1
X20,X493,1
X494,X494,1
X673,X494,3
X495,X495,1
X446,X495,2
X496,X496,1
X173,X496,1
X497,X497,1
X928,X497,8
X498,X498,1
X529,X498,10
X499,X499,1
X182,X499,3
X5,X5,1
X396,X5,10
X50,X50,1
X619,X50,6
X500,X500,1
X379,X500,3
X501,X501,1
X414,X501,6
X502,X502,1
X796,X502,2
X503,X503,1
X250,X503,4
X504,X504,1
X355,X504,2
X505,X505,1
X277,X505,2
X506,X506,1
X270,X506,6
X507,X507,1
X448,X507,8
X508,X508,1
X232,X508,10
X509,X509,1
X148,X509,6
X51,X51,1
X786,X51,10
X510,X510,1
X692,X510,5
X511,X511,1
X945,X511,3
X512,X512,1
X450,X512,5
X513,X513,1
X556,X513,8
X514,X514,1
X24,X514,10
X515,X515,1
X214,X515,8
X516,X516,1
X237,X516,2
X517,X517,1
X605,X517,3
X518,X518,1
X942,X518,9
X519,X519,1
X258,X519,6
X52,X52,1
X560,X52,3
X520,X520,1
X971,X520,7
X521,X521,1
X811,X521,1
X522,X522,1
X427,X522,7
X523,X523,1
X49,X523,4
X524,X524,1
X417,X524,9
X525,X525,1
X810,X525,4
X526,X526,1
X170,X526,3
X527,X527,1
X803,X527,5
X528,X528,1
X224,X528,5
X529,X529,1
X372,X529,6
X53,X53,1
X586,X53,6
X530,X530,1
X598,X530,3
X531,X531,1
X305,X531,9
X532,X532,1
X201,X532,9
X533,X533,1
X621,X533,9
X534,X534,1
X983,X534,3
X535,X535,1
X453,X535,6
X536,X536,1
X769,X536,7
X537,X537,1
X946,X537,1
X538,X538,1
X766,X538,3
X539,X539,1
X69,X539,7
X54,X54,1
X380,X54,9
X540,X540,1
X710,X540,9
X541,X541,1
X813,X541,6
X542,X542,1
X904,X542,6
X543,X543,1
X215,X543,6
X544,X544,1
X283,X544,3
X545,X545,1
X974,X545,1
X546,X546,1
X120,X546,8
X547,X547,1
X600,X547,4
X548,X548,1
X370,X548,5
X549,X549,1
X783,X549,8
X55,X55,1
X239,X55,10
X550,X550,1
X190,X550,8
X551,X551,1
X332,X551,9
X552,X552,1
X435,X552,8
X553,X553,1
X223,X553,4
X554,X554,1
X841,X554,3
X555,X555,1
X286,X555,1
X556,X556,1
X297,X556,8
X557,X557,1
X821,X557,5
X558,X558,1
X938,X558,10
X559,X559,1
X571,X559,3
X56,X56,1
X494,X56,2
X560,X560,1
X883,X560,8
X561,X561,1
X307,X561,9
X562,X562,1
X152,X562,9
X563,X563,1
X169,X563,7
X564,X564,1
X714,X564,7
X565,X565,1
X306,X565,1
X566,X566,1
X771,X566,1
X567,X567,1
X295,X567,6
X568,X568,1
X700,X568,1
X569,X569,1
X222,X569,9
X57,X57,1
X824,X57,2
X570,X570,1
X784,X570,6
X571,X571,1
X995,X571,3
X572,X572,1
X684,X572,4
X573,X573,1
X940,X573,9
X574,X574,1
X724,X574,9
X575,X575,1
X804,X575,2
X576,X576,1
X999,X576,8
X577,X577,1
X620,X577,4
X578,X578,1
X585,X578,7
X579,X579,1
X472,X579,1
X58,X58,1
X343,X58,7
X580,X580,1
X855,X580,6
X581,X581,1
X402,X581,3
X582,X582,1
X116,X582,2
X583,X583,1
X419,X583,5
X584,X584,1
X114,X584,3
X585,X585,1
X566,X585,3
X586,X586,1
X376,X586,5
X587,X587,1
X713,X587,8
X588,X588,1
X991,X588,2
X589,X589,1
X641,X589,7
X59,X59,1
X332,X59,10
X590,X590,1
X501,X590,3
X591,X591,1
X19,X591,8
X592,X592,1
X535,X592,6
X593,X593,1
X78,X593,1
X594,X594,1
X414,X594,5
X595,X595,1
X531,X595,5
X596,X596,1
X248,X596,2
X597,X597,1
X865,X597,7
X598,X598,1
X919,X598,3
X599,X599,1
X714,X599,4
X6,X6,1
X515,X6,6
X60,X60,1
X676,X60,9
X600,X600,1
X288,X600,6
X601,X601,1
X203,X601,9
X602,X602,1
X333,X602,4
X603,X603,1
X100,X603,2
X604,X604,1
X998,X604,2
X605,X605,1
X22,X605,1
X606,X606,1
X10,X606,5
X607,X607,1
X717,X607,1
X608,X608,1
X704,X608,5
X609,X609,1
X606,X609,7
X61,X61,1
X890,X61,8
X610,X610,1
X85,X610,6
X611,X611,1
X689,X611,5
X612,X612,1
X487,X612,3
X613,X613,1
X93,X613,9
X614,X614,1
X853,X614,2
X615,X615,1
X797,X615,6
X616,X616,1
X835,X616,2
X617,X617,1
X884,X617,1
X618,X618,1
X478,X618,1
X619,X619,1
X261,X619,6
X62,X62,1
X708,X62,8
X620,X620,1
X536,X620,4
X621,X621,1
X768,X621,4
X622,X622,1
X551,X622,3
X623,X623,1
X138,X623,9
X624,X624,1
X954,X624,4
X625,X625,1
X65,X625,4
X626,X626,1
X935,X626,1
X627,X627,1
X622,X627,3
X628,X628,1
X91,X628,8
X629,X629,1
X895,X629,3
X63,X63,1
X103,X63,3
X630,X630,1
X203,X630,7
X631,X631,1
X849,X631,6
X632,X632,1
X872,X632,9
X633,X633,1
X489,X633,2
X634,X634,1
X809,X634,1
X635,X635,1
X683,X635,5
X636,X636,1
X639,X636,1
X637,X637,1
X269,X637,6
X638,X638,1
X874,X638,3
X639,X639,1
X332,X639,8
X64,X64,1
X884,X64,3
X640,X640,1
X441,X640,6
X641,X641,1
X666,X641,6
X642,X642,1
X987,X642,3
X643,X643,1
X339,X643,2
X644,X644,1
X863,X644,3
X645,X645,1
X153,X645,7
X646,X646,1
X712,X646,3
X647,X647,1
X872,X647,8
X648,X648,1
X748,X648,6
X649,X649,1
X349,X649,3
X65,X65,1
X461,X65,6
X650,X650,1
X468,X650,8
X651,X651,1
X727,X651,6
X652,X652,1
X886,X652,7
X653,X653,1
X47,X653,4
X654,X654,1
X367,X654,1
X655,X655,1
X196,X655,6
X656,X656,1
X122,X656,1
X657,X657,1
X584,X657,2
X658,X658,1
X191,X658,6
X659,X659,1
X271,X659,7
X66,X66,1
X688,X66,9
X660,X660,1
X8,X660,3
X661,X661,1
X662,X661,1
X662,X662,1
X534,X662,2
X663,X663,1
X658,X663,1
X664,X664,1
X214,X664,5
X665,X665,1
X359,X665,3
X666,X666,1
X337,X666,7
X667,X667,1
X493,X667,4
X668,X668,1
X891,X668,7
X669,X669,1
X65,X669,2
X67,X67,1
X481,X67,10
X670,X670,1
X63,X670,3
X671,X671,1
X893,X671,6
X672,X672,1
X832,X672,8
X673,X673,1
X313,X673,1
X674,X674,1
X659,X674,6
X675,X675,1
X527,X675,1
X676,X676,1
X834,X676,3
X677,X677,1
X88,X677,10
X678,X678,1
X55,X678,1
X679,X679,1
X35,X679,4
X68,X68,1
X880,X68,4
X680,X680,1
X299,X680,8
X681,X681,1
X80,X681,2
X682,X682,1
X623,X682,9
X683,X683,1
X129,X683,6
X684,X684,1
X467,X684,5
X685,X685,1
X139,X685,10
X686,X686,1
X447,X686,2
X687,X687,1
X616,X687,5
X688,X688,1
X373,X688,1
X689,X689,1
X906,X689,1
X69,X69,1
X787,X69,7
X690,X690,1
X18,X690,2
X691,X691,1
X469,X691,3
X692,X692,1
X680,X692,5
X693,X693,1
X911,X693,3
X694,X694,1
X181,X694,8
X695,X695,1
X924,X695,7
X696,X696,1
X252,X696,4
X697,X697,1
X378,X697,1
X698,X698,1
X743,X698,7
X699,X699,1
X873,X699,3
X7,X7,1
X900,X7,5
X70,X70,1
X594,X70,7
X700,X700,1
X56,X700,5
X701,X701,1
X36,X701,7
X702,X702,1
X307,X702,8
X703,X703,1
X959,X703,8
X704,X704,1
X393,X704,2
X705,X705,1
X922,X705,8
X706,X706,1
X466,X706,9
X707,X707,1
X357,X707,4
X708,X708,1
X385,X708,10
X709,X709,1
X597,X709,7
X71,X71,1
X611,X71,2
X710,X710,1
X832,X710,3
X711,X711,1
X201,X711,7
X712,X712,1
X64,X712,2
X713,X713,1
X37,X713,3
X714,X714,1
X526,X714,10
X715,X715,1
X410,X715,2
X716,X716,1
X982,X716,1
X717,X717,1
X329,X717,5
X718,X718,1
X294,X718,5
X719,X719,1
X87,X719,10
X72,X72,1
X553,X72,9
X720,X720,1
X761,X720,3
X721,X721,1
X870,X721,1
X722,X722,1
X282,X722,8
X723,X723,1
X214,X723,2
X724,X724,1
X814,X724,1
X725,X725,1
X138,X725,6
X726,X726,1
X6,X726,7
X727,X727,1
X402,X727,2
X728,X728,1
X711,X728,9
X729,X729,1
X324,X729,9
X73,X73,1
X292,X73,8
X730,X730,1
X769,X730,3
X731,X731,1
X551,X731,1
X732,X732,1
X776,X732,7
X733,X733,1
X650,X733,1
X734,X734,1
X7,X734,9
X735,X735,1
X101,X735,8
X736,X736,1
X820,X736,2
X737,X737,1
X28,X737,7
X738,X738,1
X943,X738,2
X739,X739,1
X502,X739,6
X74,X74,1
X820,X74,6
X740,X740,1
X127,X740,4
X741,X741,1
X789,X741,1
X742,X742,1
X779,X742,5
X743,X743,1
X251,X743,10
X744,X744,1
X52,X744,6
X745,X745,1
X162,X745,2
X746,X746,1
X128,X746,9
X747,X747,1
X399,X747,10
X748,X748,1
X26,X748,6
X749,X749,1
X755,X749,5
X75,X75,1
X868,X75,1
X750,X750,1
X188,X750,2
X751,X751,1
X975,X751,1
X752,X752,1
X498,X752,3
X753,X753,1
X99,X753,3
X754,X754,1
X218,X754,1
X755,X755,1
X60,X755,4
X756,X756,1
X397,X756,10
X757,X757,1
X538,X757,1
X758,X758,1
X644,X758,1
X759,X759,1
X101,X759,7
X76,X76,1
X746,X76,5
X760,X760,1
X425,X760,4
X761,X761,1
X586,X761,2
X762,X762,1
X320,X762,3
X763,X763,1
X440,X763,9
X764,X764,1
X494,X764,1
X765,X765,1
X724,X765,3
X766,X766,1
X756,X766,2
X767,X767,1
X473,X767,4
X768,X768,1
X182,X768,1
X769,X769,1
X933,X769,5
X77,X77,1
X970,X77,9
X770,X770,1
X177,X770,4
X771,X771,1
X754,X771,2
X772,X772,1
X375,X772,10
X773,X773,1
X326,X773,1
X774,X774,1
X235,X774,6
X775,X775,1
X916,X775,6
X776,X776,1
X474,X776,9
X777,X777,1
X3,X777,9
X778,X778,1
X365,X778,5
X779,X779,1
X839,X779,2
X78,X78,1
X516,X78,5
X780,X780,1
X672,X780,6
X781,X781,1
X790,X781,1
X782,X782,1
X223,X782,1
X783,X783,1
X112,X783,3
X784,X784,1
X640,X784,2
X785,X785,1
X685,X785,3
X786,X786,1
X617,X786,1
X787,X787,1
X927,X787,2
X788,X788,1
X62,X788,5
X789,X789,1
X610,X789,4
X79,X79,1
X546,X79,8
X790,X790,1
X186,X790,5
X791,X791,1
X676,X791,2
X792,X792,1
X574,X792,2
X793,X793,1
X202,X793,5
X794,X794,1
X9,X794,7
X795,X795,1
X852,X795,3
X796,X796,1
X438,X796,3
X797,X797,1
X427,X797,6
X798,X798,1
X211,X798,2
X799,X799,1
X591,X799,7
X8,X8,1
X277,X8,8
X80,X80,1
X533,X80,1
X800,X800,1
X452,X800,3
X801,X801,1
X230,X801,7
X802,X802,1
X247,X802,1
X803,X803,1
X329,X803,2
X804,X804,1
X129,X804,5
X805,X805,1
X840,X805,6
X806,X806,1
X316,X806,2
X807,X807,1
X390,X807,8
X808,X808,1
X107,X808,1
X809,X809,1
X686,X809,8
X81,X81,1
X521,X81,8
X810,X810,1
X219,X810,2
X811,X811,1
X715,X811,5
X812,X812,1
X83,X812,5
X813,X813,1
X74,X813,2
X814,X814,1
X220,X814,9
X815,X815,1
X9,X815,4
X816,X816,1
X607,X816,10
X817,X817,1
X362,X817,2
X818,X818,1
X386,X818,2
X819,X819,1
X641,X819,1
X82,X82,1
X388,X82,8
X820,X820,1
X12,X820,6
X821,X821,1
X900,X821,4
X822,X822,1
X829,X822,9
X823,X823,1
X682,X823,3
X824,X824,1
X27,X824,10
X825,X825,1
X388,X825,4
X826,X826,1
X243,X826,1
X827,X827,1
X937,X827,5
X828,X828,1
X552,X828,4
X829,X829,1
X268,X829,4
X83,X83,1
X715,X83,7
X830,X830,1
X1,X830,2
X831,X831,1
X979,X831,2
X832,X832,1
X408,X832,2
X833,X833,1
X976,X833,9
X834,X834,1
X822,X834,8
X835,X835,1
X908,X835,8
X836,X836,1
X600,X836,1
X837,X837,1
X300,X837,4
X838,X838,1
X683,X838,4
X839,X839,1
X149,X839,7
X84,X84,1
X717,X84,7
X840,X840,1
X731,X840,2
X841,X841,1
X684,X841,1
X842,X842,1
X609,X842,8
X843,X843,1
X70,X843,7
X844,X844,1
X626,X844,6
X845,X845,1
X387,X845,5
X846,X846,1
X625,X846,2
X847,X847,1
X652,X847,8
X848,X848,1
X964,X848,3
X849,X849,1
X98,X849,9
X85,X85,1
X111,X85,10
X850,X850,1
X149,X850,2
X851,X851,1
X842,X851,4
X852,X852,1
X793,X852,9
X853,X853,1
X465,X853,2
X854,X854,1
X466,X854,8
X855,X855,1
X665,X855,5
X856,X856,1
X779,X856,2
X857,X857,1
X604,X857,1
X858,X858,1
X242,X858,10
X859,X859,1
X807,X859,6
X86,X86,1
X323,X86,3
X860,X860,1
X729,X860,6
X861,X861,1
X490,X861,5
X862,X862,1
X282,X862,6
X863,X863,1
X746,X863,4
X864,X864,1
X331,X864,2
X865,X865,1
X893,X865,4
X866,X866,1
X86,X866,9
X867,X867,1
X642,X867,1
X868,X868,1
X674,X868,2
X869,X869,1
X441,X869,3
X87,X87,1
X54,X87,9
X870,X870,1
X878,X870,3
X871,X871,1
X542,X871,2
X872,X872,1
X242,X872,9
X873,X873,1
X553,X873,1
X874,X874,1
X526,X874,9
X875,X875,1
X833,X875,8
X876,X876,1
X350,X876,5
X877,X877,1
X609,X877,6
X878,X878,1
X962,X878,1
X879,X879,1
X828,X879,3
X88,X88,1
X113,X88,5
X880,X880,1
X936,X880,1
X881,X881,1
X899,X881,9
X882,X882,1
X509,X882,9
X883,X883,1
X208,X883,10
X884,X884,1
X753,X884,10
X885,X885,1
X456,X885,5
